,track,artist,album,other,artist pop,track pop,track genre,duration,release date
10,Believer,Imagine Dragons,Evolve,"{'danceability': 0.776, 'energy': 0.78, 'key': 10, 'loudness': -4.374, 'mode': 0, 'speechiness': 0.128, 'acousticness': 0.0622, 'instrumentalness': 0, 'liveness': 0.081, 'valence': 0.666, 'tempo': 124.949, 'type': 'audio_features', 'id': '0pqnGHJpmpxLKifKRmU6WP', 'uri': 'spotify:track:0pqnGHJpmpxLKifKRmU6WP', 'track_href': 'https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP', 'duration_ms': 204347, 'time_signature': 4}",85,87,modern rock,204346,2017-06-23
11,Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),"{'danceability': 0.761, 'energy': 0.525, 'key': 11, 'loudness': -6.9, 'mode': 1, 'speechiness': 0.0944, 'acousticness': 0.44, 'instrumentalness': 6.7e-06, 'liveness': 0.0921, 'valence': 0.531, 'tempo': 80.87, 'type': 'audio_features', 'id': '02MWAaffLxlfxAUY7c5dvx', 'uri': 'spotify:track:02MWAaffLxlfxAUY7c5dvx', 'track_href': 'https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx', 'duration_ms': 238805, 'time_signature': 4}",73,23,gauze pop,238805,2020-08-06
12,Perfect,Ed Sheeran,÷ (Deluxe),"{'danceability': 0.599, 'energy': 0.448, 'key': 8, 'loudness': -6.312, 'mode': 1, 'speechiness': 0.0232, 'acousticness': 0.163, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.168, 'tempo': 95.05, 'type': 'audio_features', 'id': '0tgVpDi06FyKpA1z0VMD4v', 'uri': 'spotify:track:0tgVpDi06FyKpA1z0VMD4v', 'track_href': 'https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v', 'duration_ms': 263400, 'time_signature': 3}",84,87,pop,263400,2017-03-03
13,Closer,The Chainsmokers,Closer,"{'danceability': 0.748, 'energy': 0.524, 'key': 8, 'loudness': -5.599, 'mode': 1, 'speechiness': 0.0338, 'acousticness': 0.414, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.661, 'tempo': 95.01, 'type': 'audio_features', 'id': '7BKLCZ1jbUBVqRi2FVlTVw', 'uri': 'spotify:track:7BKLCZ1jbUBVqRi2FVlTVw', 'track_href': 'https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw', 'duration_ms': 244960, 'time_signature': 4}",79,86,pop,244960,2016-07-29
14,Sweater Weather,The Neighbourhood,I Love You.,"{'danceability': 0.612, 'energy': 0.807, 'key': 10, 'loudness': -2.81, 'mode': 1, 'speechiness': 0.0336, 'acousticness': 0.0495, 'instrumentalness': 0.0177, 'liveness': 0.101, 'valence': 0.398, 'tempo': 124.053, 'type': 'audio_features', 'id': '2QjOHCTQ1Jl3zawyYOpxh6', 'uri': 'spotify:track:2QjOHCTQ1Jl3zawyYOpxh6', 'track_href': 'https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6', 'duration_ms': 240400, 'time_signature': 4}",81,91,modern alternative rock,240400,2013-04-19
15,Say You Won't Let Go,James Arthur,Back from the Edge,"{'danceability': 0.358, 'energy': 0.557, 'key': 10, 'loudness': -7.398, 'mode': 1, 'speechiness': 0.059, 'acousticness': 0.695, 'instrumentalness': 0, 'liveness': 0.0902, 'valence': 0.494, 'tempo': 85.043, 'type': 'audio_features', 'id': '5uCax9HTNlzGybIStD3vDh', 'uri': 'spotify:track:5uCax9HTNlzGybIStD3vDh', 'track_href': 'https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh', 'duration_ms': 211467, 'time_signature': 4}",78,88,pop,211466,2016-10-28
16,lovely (with Khalid),Billie Eilish,lovely (with Khalid),"{'danceability': 0.351, 'energy': 0.296, 'key': 4, 'loudness': -10.109, 'mode': 0, 'speechiness': 0.0333, 'acousticness': 0.934, 'instrumentalness': 0, 'liveness': 0.095, 'valence': 0.12, 'tempo': 115.284, 'type': 'audio_features', 'id': '0u2P5u6lvoDfwTYjAADbn4', 'uri': 'spotify:track:0u2P5u6lvoDfwTYjAADbn4', 'track_href': 'https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4', 'duration_ms': 200186, 'time_signature': 4}",91,88,art pop,200185,2018-04-19
17,Señorita,Shawn Mendes,Shawn Mendes (Deluxe),"{'danceability': 0.759, 'energy': 0.548, 'key': 9, 'loudness': -6.049, 'mode': 0, 'speechiness': 0.0289, 'acousticness': 0.0379, 'instrumentalness': 0, 'liveness': 0.0828, 'valence': 0.75, 'tempo': 116.963, 'type': 'audio_features', 'id': '6v3KW9xbzN5yKLt9YKDYA2', 'uri': 'spotify:track:6v3KW9xbzN5yKLt9YKDYA2', 'track_href': 'https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2', 'duration_ms': 190800, 'time_signature': 4}",79,80,canadian pop,190799,2019-06-19
18,Watermelon Sugar,Harry Styles,Fine Line,"{'danceability': 0.548, 'energy': 0.816, 'key': 0, 'loudness': -4.209, 'mode': 1, 'speechiness': 0.0465, 'acousticness': 0.122, 'instrumentalness': 0, 'liveness': 0.335, 'valence': 0.557, 'tempo': 95.39, 'type': 'audio_features', 'id': '6UelLqGlWMcVH1E5c4H7lY', 'uri': 'spotify:track:6UelLqGlWMcVH1E5c4H7lY', 'track_href': 'https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY', 'duration_ms': 174000, 'time_signature': 4}",82,88,pop,174000,2019-12-13
19,Don't Start Now,Dua Lipa,Future Nostalgia,"{'danceability': 0.793, 'energy': 0.793, 'key': 11, 'loudness': -4.521, 'mode': 0, 'speechiness': 0.083, 'acousticness': 0.0123, 'instrumentalness': 0, 'liveness': 0.0951, 'valence': 0.679, 'tempo': 123.95, 'type': 'audio_features', 'id': '3PfIrDoz19wz7qK7tYeu62', 'uri': 'spotify:track:3PfIrDoz19wz7qK7tYeu62', 'track_href': 'https://api.spotify.com/v1/tracks/3PfIrDoz19wz7qK7tYeu62', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3PfIrDoz19wz7qK7tYeu62', 'duration_ms': 183290, 'time_signature': 4}",87,83,dance pop,183290,2020-03-27
20,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,"{'danceability': 0.511, 'energy': 0.566, 'key': 6, 'loudness': -7.23, 'mode': 0, 'speechiness': 0.2, 'acousticness': 0.349, 'instrumentalness': 0, 'liveness': 0.34, 'valence': 0.218, 'tempo': 83.903, 'type': 'audio_features', 'id': '285pBltuF7vW8TeWk8hdRR', 'uri': 'spotify:track:285pBltuF7vW8TeWk8hdRR', 'track_href': 'https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR', 'duration_ms': 239836, 'time_signature': 4}",84,83,chicago rap,239835,2018-12-10
21,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","{'danceability': 0.701, 'energy': 0.425, 'key': 7, 'loudness': -10.965, 'mode': 1, 'speechiness': 0.375, 'acousticness': 0.328, 'instrumentalness': 0.13, 'liveness': 0.1, 'valence': 0.562, 'tempo': 135.128, 'type': 'audio_features', 'id': '2Fxmhks0bxGSBdJ92vM42m', 'uri': 'spotify:track:2Fxmhks0bxGSBdJ92vM42m', 'track_href': 'https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m', 'duration_ms': 194088, 'time_signature': 4}",91,83,art pop,194087,2019-03-29
22,God's Plan,Drake,Scorpion,"{'danceability': 0.754, 'energy': 0.449, 'key': 7, 'loudness': -9.211, 'mode': 1, 'speechiness': 0.109, 'acousticness': 0.0332, 'instrumentalness': 8.29e-05, 'liveness': 0.552, 'valence': 0.357, 'tempo': 77.169, 'type': 'audio_features', 'id': '6DCZcSspjsKoFjzjrWoCdn', 'uri': 'spotify:track:6DCZcSspjsKoFjzjrWoCdn', 'track_href': 'https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn', 'duration_ms': 198973, 'time_signature': 4}",93,83,canadian hip hop,198973,2018-06-29
23,Something Just Like This,The Chainsmokers,Memories...Do Not Open,"{'danceability': 0.617, 'energy': 0.635, 'key': 11, 'loudness': -6.769, 'mode': 0, 'speechiness': 0.0317, 'acousticness': 0.0498, 'instrumentalness': 1.44e-05, 'liveness': 0.164, 'valence': 0.446, 'tempo': 103.019, 'type': 'audio_features', 'id': '6RUKPb4LETWmmr3iAEQktW', 'uri': 'spotify:track:6RUKPb4LETWmmr3iAEQktW', 'track_href': 'https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW', 'duration_ms': 247160, 'time_signature': 4}",79,88,pop,247160,2017-04-07
24,Photograph,Ed Sheeran,x (Deluxe Edition),"{'danceability': 0.614, 'energy': 0.379, 'key': 4, 'loudness': -10.48, 'mode': 1, 'speechiness': 0.0476, 'acousticness': 0.607, 'instrumentalness': 0.000464, 'liveness': 0.0986, 'valence': 0.201, 'tempo': 107.989, 'type': 'audio_features', 'id': '1HNkqx9Ahdgi1Ixy2xkKkL', 'uri': 'spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL', 'track_href': 'https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL', 'duration_ms': 258987, 'time_signature': 4}",84,83,pop,258986,2014-06-21
25,Thinking out Loud,Ed Sheeran,x (Deluxe Edition),"{'danceability': 0.781, 'energy': 0.445, 'key': 2, 'loudness': -6.061, 'mode': 1, 'speechiness': 0.0295, 'acousticness': 0.474, 'instrumentalness': 0, 'liveness': 0.184, 'valence': 0.591, 'tempo': 78.998, 'type': 'audio_features', 'id': '34gCuhDGsG4bRPIf9bb02f', 'uri': 'spotify:track:34gCuhDGsG4bRPIf9bb02f', 'track_href': 'https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f', 'duration_ms': 281560, 'time_signature': 4}",84,82,pop,281560,2014-06-21
26,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (2011 Remaster),"{'danceability': 0.411, 'energy': 0.404, 'key': 0, 'loudness': -9.928, 'mode': 0, 'speechiness': 0.0511, 'acousticness': 0.271, 'instrumentalness': 0, 'liveness': 0.3, 'valence': 0.226, 'tempo': 71.068, 'type': 'audio_features', 'id': '4u7EnebtmKWzUH433cf5Qv', 'uri': 'spotify:track:4u7EnebtmKWzUH433cf5Qv', 'track_href': 'https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv', 'duration_ms': 354320, 'time_signature': 4}",82,80,classic rock,354320,1975-11-21
27,Take Me To Church,Hozier,Hozier,"{'danceability': 0.575, 'energy': 0.664, 'key': 4, 'loudness': -5.303, 'mode': 0, 'speechiness': 0.0481, 'acousticness': 0.637, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.437, 'tempo': 129.071, 'type': 'audio_features', 'id': '3dYD57lRAUcMHufyqn9GcI', 'uri': 'spotify:track:3dYD57lRAUcMHufyqn9GcI', 'track_href': 'https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI', 'duration_ms': 241688, 'time_signature': 4}",84,84,irish singer-songwriter,241688,2014-09-19
28,Circles,Post Malone,Hollywood's Bleeding,"{'danceability': 0.695, 'energy': 0.763, 'key': 0, 'loudness': -3.497, 'mode': 1, 'speechiness': 0.0396, 'acousticness': 0.189, 'instrumentalness': 0.00242, 'liveness': 0.0863, 'valence': 0.551, 'tempo': 120.042, 'type': 'audio_features', 'id': '21jGcNKet2qwijlDFuPiPb', 'uri': 'spotify:track:21jGcNKet2qwijlDFuPiPb', 'track_href': 'https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb', 'duration_ms': 215280, 'time_signature': 4}",89,86,dfw rap,215280,2019-09-06
29,Shallow,Lady Gaga,A Star Is Born Soundtrack,"{'danceability': 0.577, 'energy': 0.385, 'key': 7, 'loudness': -6.362, 'mode': 1, 'speechiness': 0.03, 'acousticness': 0.371, 'instrumentalness': 0, 'liveness': 0.231, 'valence': 0.331, 'tempo': 95.82, 'type': 'audio_features', 'id': '2VxeLyX666F8uXCJ0dZF8B', 'uri': 'spotify:track:2VxeLyX666F8uXCJ0dZF8B', 'track_href': 'https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B', 'duration_ms': 215733, 'time_signature': 4}",82,84,art pop,215733,2018-10-05
30,Riptide,Vance Joy,Dream Your Life Away,"{'danceability': 0.484, 'energy': 0.731, 'key': 1, 'loudness': -6.694, 'mode': 1, 'speechiness': 0.0379, 'acousticness': 0.431, 'instrumentalness': 0, 'liveness': 0.151, 'valence': 0.51, 'tempo': 101.654, 'type': 'audio_features', 'id': '7yq4Qj7cqayVTp3FF9CWbm', 'uri': 'spotify:track:7yq4Qj7cqayVTp3FF9CWbm', 'track_href': 'https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm', 'duration_ms': 204280, 'time_signature': 4}",72,84,folk-pop,204280,2014-09-08
31,Love Yourself,Justin Bieber,Purpose (Deluxe),"{'danceability': 0.609, 'energy': 0.378, 'key': 4, 'loudness': -9.828, 'mode': 1, 'speechiness': 0.438, 'acousticness': 0.835, 'instrumentalness': 0, 'liveness': 0.28, 'valence': 0.515, 'tempo': 100.43, 'type': 'audio_features', 'id': '50kpGaPAhYJ3sGmk6vplg0', 'uri': 'spotify:track:50kpGaPAhYJ3sGmk6vplg0', 'track_href': 'https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0', 'duration_ms': 233720, 'time_signature': 4}",86,84,canadian pop,233720,2015-11-13
32,Counting Stars,OneRepublic,Native,"{'danceability': 0.663, 'energy': 0.706, 'key': 1, 'loudness': -4.972, 'mode': 0, 'speechiness': 0.0383, 'acousticness': 0.0654, 'instrumentalness': 0, 'liveness': 0.118, 'valence': 0.474, 'tempo': 122.013, 'type': 'audio_features', 'id': '2tpWsVSb9UEmDRxAl1zhX1', 'uri': 'spotify:track:2tpWsVSb9UEmDRxAl1zhX1', 'track_href': 'https://api.spotify.com/v1/tracks/2tpWsVSb9UEmDRxAl1zhX1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2tpWsVSb9UEmDRxAl1zhX1', 'duration_ms': 257267, 'time_signature': 4}",81,87,piano rock,257265,2013-01-01
33,All of Me,John Legend,Love In The Future (Expanded Edition),"{'danceability': 0.422, 'energy': 0.264, 'key': 8, 'loudness': -7.064, 'mode': 1, 'speechiness': 0.0322, 'acousticness': 0.922, 'instrumentalness': 0, 'liveness': 0.132, 'valence': 0.331, 'tempo': 119.93, 'type': 'audio_features', 'id': '3U4isOIWM3VvDubwSI3y7a', 'uri': 'spotify:track:3U4isOIWM3VvDubwSI3y7a', 'track_href': 'https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a', 'duration_ms': 269560, 'time_signature': 4}",72,86,neo soul,269560,2013-08-30
34,Thunder,Imagine Dragons,Evolve,"{'danceability': 0.604, 'energy': 0.822, 'key': 0, 'loudness': -4.833, 'mode': 1, 'speechiness': 0.0438, 'acousticness': 0.00672, 'instrumentalness': 0.134, 'liveness': 0.147, 'valence': 0.288, 'tempo': 167.997, 'type': 'audio_features', 'id': '1zB4vmk8tFRmM9UULNzbLB', 'uri': 'spotify:track:1zB4vmk8tFRmM9UULNzbLB', 'track_href': 'https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB', 'duration_ms': 187147, 'time_signature': 4}",85,86,modern rock,187146,2017-06-23
35,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,"{'danceability': 0.841, 'energy': 0.728, 'key': 7, 'loudness': -3.37, 'mode': 1, 'speechiness': 0.0484, 'acousticness': 0.0847, 'instrumentalness': 0, 'liveness': 0.149, 'valence': 0.43, 'tempo': 130.049, 'type': 'audio_features', 'id': '6gBFPUFcJLzWGx4lenP6h2', 'uri': 'spotify:track:6gBFPUFcJLzWGx4lenP6h2', 'track_href': 'https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2', 'duration_ms': 243837, 'time_signature': 4}",90,87,rap,243836,2016-09-16
36,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,"{'danceability': 0.641, 'energy': 0.922, 'key': 2, 'loudness': -4.457, 'mode': 1, 'speechiness': 0.0786, 'acousticness': 0.0291, 'instrumentalness': 0, 'liveness': 0.0862, 'valence': 0.847, 'tempo': 146.078, 'type': 'audio_features', 'id': '3bidbhpOYeV4knp8AIu8Xn', 'uri': 'spotify:track:3bidbhpOYeV4knp8AIu8Xn', 'track_href': 'https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn', 'duration_ms': 258343, 'time_signature': 4}",61,80,,258342,2012-10-09
37,Another Love,Tom Odell,Another Love,"{'danceability': 0.442, 'energy': 0.538, 'key': 4, 'loudness': -8.55, 'mode': 0, 'speechiness': 0.0451, 'acousticness': 0.717, 'instrumentalness': 2.95e-05, 'liveness': 0.09, 'valence': 0.139, 'tempo': 122.758, 'type': 'audio_features', 'id': '3JRniBnSeieJB2IJuOuys7', 'uri': 'spotify:track:3JRniBnSeieJB2IJuOuys7', 'track_href': 'https://api.spotify.com/v1/tracks/3JRniBnSeieJB2IJuOuys7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3JRniBnSeieJB2IJuOuys7', 'duration_ms': 244360, 'time_signature': 4}",73,0,chill pop,244360,2013-06-19
