,track,artist,album,other,artist pop,track pop,track genre,duration,release date
10,MY EYES,Travis Scott,UTOPIA,"{'danceability': 0.455, 'energy': 0.621, 'key': 0, 'loudness': -7.694, 'mode': 0, 'speechiness': 0.0517, 'acousticness': 0.651, 'instrumentalness': 2.59e-06, 'liveness': 0.123, 'valence': 0.28, 'tempo': 119.043, 'type': 'audio_features', 'id': '4kjI1gwQZRKNDkw1nI475M', 'uri': 'spotify:track:4kjI1gwQZRKNDkw1nI475M', 'track_href': 'https://api.spotify.com/v1/tracks/4kjI1gwQZRKNDkw1nI475M', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4kjI1gwQZRKNDkw1nI475M', 'duration_ms': 251250, 'time_signature': 4}",91,85,rap,251249,2023-07-28
11,Paper Planes,M.I.A.,Paper Planes,"{'danceability': 0.447, 'energy': 0.848, 'key': 2, 'loudness': -6.175, 'mode': 1, 'speechiness': 0.222, 'acousticness': 0.033, 'instrumentalness': 7.46e-05, 'liveness': 0.65, 'valence': 0.485, 'tempo': 172.253, 'type': 'audio_features', 'id': '5e3b5Bh7oqEPjuZ2cO7PEb', 'uri': 'spotify:track:5e3b5Bh7oqEPjuZ2cO7PEb', 'track_href': 'https://api.spotify.com/v1/tracks/5e3b5Bh7oqEPjuZ2cO7PEb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5e3b5Bh7oqEPjuZ2cO7PEb', 'duration_ms': 205200, 'time_signature': 4}",64,23,escape room,205200,2008-10-13
12,Slide Away - Remastered,Oasis,Definitely Maybe (Deluxe Edition Remastered),"{'danceability': 0.0657, 'energy': 0.943, 'key': 8, 'loudness': -2.71, 'mode': 1, 'speechiness': 0.138, 'acousticness': 0.000114, 'instrumentalness': 0.00016, 'liveness': 0.313, 'valence': 0.264, 'tempo': 190.555, 'type': 'audio_features', 'id': '1AvavliFQoc2l0ZCCWa5VG', 'uri': 'spotify:track:1AvavliFQoc2l0ZCCWa5VG', 'track_href': 'https://api.spotify.com/v1/tracks/1AvavliFQoc2l0ZCCWa5VG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1AvavliFQoc2l0ZCCWa5VG', 'duration_ms': 392307, 'time_signature': 4}",74,55,beatlesque,392306,1994
13,Don't Look Back In Anger - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),"{'danceability': 0.328, 'energy': 0.936, 'key': 0, 'loudness': -3.254, 'mode': 1, 'speechiness': 0.0628, 'acousticness': 0.0665, 'instrumentalness': 2.61e-06, 'liveness': 0.165, 'valence': 0.31, 'tempo': 162.97, 'type': 'audio_features', 'id': '12dU3vAh6AFoJkisorfoUl', 'uri': 'spotify:track:12dU3vAh6AFoJkisorfoUl', 'track_href': 'https://api.spotify.com/v1/tracks/12dU3vAh6AFoJkisorfoUl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/12dU3vAh6AFoJkisorfoUl', 'duration_ms': 289560, 'time_signature': 4}",74,72,beatlesque,289560,1995
14,Mr. Brightside,The Killers,Hot Fuss,"{'danceability': 0.352, 'energy': 0.911, 'key': 1, 'loudness': -5.23, 'mode': 1, 'speechiness': 0.0747, 'acousticness': 0.00121, 'instrumentalness': 0, 'liveness': 0.0995, 'valence': 0.236, 'tempo': 148.033, 'type': 'audio_features', 'id': '003vvx7Niy0yvhvHt4a68B', 'uri': 'spotify:track:003vvx7Niy0yvhvHt4a68B', 'track_href': 'https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B', 'duration_ms': 222973, 'time_signature': 4}",75,87,alternative rock,222973,2004
15,Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Remastered Edition),"{'danceability': 0.375, 'energy': 0.893, 'key': 2, 'loudness': -4.097, 'mode': 1, 'speechiness': 0.0406, 'acousticness': 0.000509, 'instrumentalness': 0, 'liveness': 0.187, 'valence': 0.434, 'tempo': 174.323, 'type': 'audio_features', 'id': '7ygpwy2qP3NbrxVkHvUhXY', 'uri': 'spotify:track:7ygpwy2qP3NbrxVkHvUhXY', 'track_href': 'https://api.spotify.com/v1/tracks/7ygpwy2qP3NbrxVkHvUhXY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7ygpwy2qP3NbrxVkHvUhXY', 'duration_ms': 258773, 'time_signature': 4}",74,77,beatlesque,258773,1995
16,Big Poppa - 2007 Remaster,The Notorious B.I.G.,Greatest Hits,"{'danceability': 0.765, 'energy': 0.671, 'key': 9, 'loudness': -5.249, 'mode': 0, 'speechiness': 0.278, 'acousticness': 0.344, 'instrumentalness': 0, 'liveness': 0.0506, 'valence': 0.798, 'tempo': 84.5, 'type': 'audio_features', 'id': '63BcfK6YAzJYeISaTPr6IO', 'uri': 'spotify:track:63BcfK6YAzJYeISaTPr6IO', 'track_href': 'https://api.spotify.com/v1/tracks/63BcfK6YAzJYeISaTPr6IO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/63BcfK6YAzJYeISaTPr6IO', 'duration_ms': 249867, 'time_signature': 4}",74,69,east coast hip hop,249866,2007-03-05
17,Stand By Me,Oasis,Be Here Now,"{'danceability': 0.229, 'energy': 0.848, 'key': 7, 'loudness': -2.633, 'mode': 1, 'speechiness': 0.039, 'acousticness': 0.0126, 'instrumentalness': 1.7e-06, 'liveness': 0.146, 'valence': 0.362, 'tempo': 169.878, 'type': 'audio_features', 'id': '0zxHSBTEKdH8CI3auJ7Jyc', 'uri': 'spotify:track:0zxHSBTEKdH8CI3auJ7Jyc', 'track_href': 'https://api.spotify.com/v1/tracks/0zxHSBTEKdH8CI3auJ7Jyc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0zxHSBTEKdH8CI3auJ7Jyc', 'duration_ms': 356627, 'time_signature': 4}",74,52,beatlesque,356626,1997-08-21
18,HUMBLE.,Kendrick Lamar,DAMN.,"{'danceability': 0.908, 'energy': 0.621, 'key': 1, 'loudness': -6.638, 'mode': 0, 'speechiness': 0.102, 'acousticness': 0.000282, 'instrumentalness': 5.39e-05, 'liveness': 0.0958, 'valence': 0.421, 'tempo': 150.011, 'type': 'audio_features', 'id': '7KXjTSCq5nL1LoYtL7XAwS', 'uri': 'spotify:track:7KXjTSCq5nL1LoYtL7XAwS', 'track_href': 'https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS', 'duration_ms': 177000, 'time_signature': 4}",91,86,conscious hip hop,177000,2017-04-14
19,Let Me Be Your Fantasy - Original Radio Edit,Baby D,Let Me Be Your Fantasy EP,"{'danceability': 0.636, 'energy': 0.79, 'key': 4, 'loudness': -11.026, 'mode': 0, 'speechiness': 0.0349, 'acousticness': 0.0402, 'instrumentalness': 0.00238, 'liveness': 0.322, 'valence': 0.299, 'tempo': 135.008, 'type': 'audio_features', 'id': '3x4skRSE10kW3hIpAQjtWY', 'uri': 'spotify:track:3x4skRSE10kW3hIpAQjtWY', 'track_href': 'https://api.spotify.com/v1/tracks/3x4skRSE10kW3hIpAQjtWY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3x4skRSE10kW3hIpAQjtWY', 'duration_ms': 231493, 'time_signature': 4}",38,54,hardcore techno,231493,1992-01-01
20,Bitter Sweet Symphony - Radio Edit,The Verve,Bitter Sweet Symphony,"{'danceability': 0.406, 'energy': 0.91, 'key': 9, 'loudness': -6.517, 'mode': 1, 'speechiness': 0.0348, 'acousticness': 0.0252, 'instrumentalness': 0, 'liveness': 0.825, 'valence': 0.589, 'tempo': 171.066, 'type': 'audio_features', 'id': '1ZAhmC1We4HpL2VWK01qpC', 'uri': 'spotify:track:1ZAhmC1We4HpL2VWK01qpC', 'track_href': 'https://api.spotify.com/v1/tracks/1ZAhmC1We4HpL2VWK01qpC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1ZAhmC1We4HpL2VWK01qpC', 'duration_ms': 275093, 'time_signature': 4}",64,49,britpop,275093,1997-01-01
21,rockstar (feat. 21 Savage),Post Malone,beerbongs & bentleys,"{'danceability': 0.585, 'energy': 0.52, 'key': 5, 'loudness': -6.136, 'mode': 0, 'speechiness': 0.0713, 'acousticness': 0.124, 'instrumentalness': 7.75e-05, 'liveness': 0.131, 'valence': 0.129, 'tempo': 159.798, 'type': 'audio_features', 'id': '0e7ipj03S05BNilyu5bRzt', 'uri': 'spotify:track:0e7ipj03S05BNilyu5bRzt', 'track_href': 'https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt', 'duration_ms': 218147, 'time_signature': 4}",89,82,dfw rap,218146,2018-04-27
22,Marvins Room,Drake,Take Care (Deluxe),"{'danceability': 0.492, 'energy': 0.26, 'key': 9, 'loudness': -17.341, 'mode': 0, 'speechiness': 0.0921, 'acousticness': 0.646, 'instrumentalness': 0.00178, 'liveness': 0.0705, 'valence': 0.312, 'tempo': 111.519, 'type': 'audio_features', 'id': '047fCsbO4NdmwCBn8pcUXl', 'uri': 'spotify:track:047fCsbO4NdmwCBn8pcUXl', 'track_href': 'https://api.spotify.com/v1/tracks/047fCsbO4NdmwCBn8pcUXl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/047fCsbO4NdmwCBn8pcUXl', 'duration_ms': 347227, 'time_signature': 5}",93,74,canadian hip hop,347226,2011-11-15
23,Some Might Say,Oasis,(What's The Story) Morning Glory?,"{'danceability': 0.263, 'energy': 0.935, 'key': 0, 'loudness': -2.289, 'mode': 0, 'speechiness': 0.0933, 'acousticness': 0.181, 'instrumentalness': 0.013, 'liveness': 0.331, 'valence': 0.0688, 'tempo': 110.138, 'type': 'audio_features', 'id': '6CpEUxOlhcynZpIvPY08iv', 'uri': 'spotify:track:6CpEUxOlhcynZpIvPY08iv', 'track_href': 'https://api.spotify.com/v1/tracks/6CpEUxOlhcynZpIvPY08iv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6CpEUxOlhcynZpIvPY08iv', 'duration_ms': 327920, 'time_signature': 4}",74,49,beatlesque,327920,1995-10-02
24,Live Forever - Remastered,Oasis,Definitely Maybe (Deluxe Edition Remastered),"{'danceability': 0.286, 'energy': 0.822, 'key': 9, 'loudness': -3.366, 'mode': 0, 'speechiness': 0.0381, 'acousticness': 2.31e-05, 'instrumentalness': 1.31e-05, 'liveness': 0.353, 'valence': 0.19, 'tempo': 90.96, 'type': 'audio_features', 'id': '6TlQ5fbojNRuG0hPQMbxeW', 'uri': 'spotify:track:6TlQ5fbojNRuG0hPQMbxeW', 'track_href': 'https://api.spotify.com/v1/tracks/6TlQ5fbojNRuG0hPQMbxeW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6TlQ5fbojNRuG0hPQMbxeW', 'duration_ms': 276667, 'time_signature': 4}",74,66,beatlesque,276666,1994
25,Friendly Pressure - Into The Sunshine Edit,Jhelisa,Friendly Pressure (Sunship Remixes),"{'danceability': 0.813, 'energy': 0.827, 'key': 0, 'loudness': -5.338, 'mode': 0, 'speechiness': 0.169, 'acousticness': 0.0267, 'instrumentalness': 0.027, 'liveness': 0.0213, 'valence': 0.98, 'tempo': 126.86, 'type': 'audio_features', 'id': '7vfIghWey3FItmcZXZy2fE', 'uri': 'spotify:track:7vfIghWey3FItmcZXZy2fE', 'track_href': 'https://api.spotify.com/v1/tracks/7vfIghWey3FItmcZXZy2fE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7vfIghWey3FItmcZXZy2fE', 'duration_ms': 229760, 'time_signature': 4}",54,65,acid jazz,229760,1998-09-21
26,Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),"{'danceability': 0.645, 'energy': 0.795, 'key': 7, 'loudness': -12.095, 'mode': 1, 'speechiness': 0.0527, 'acousticness': 0.347, 'instrumentalness': 0.00389, 'liveness': 0.104, 'valence': 0.535, 'tempo': 112.067, 'type': 'audio_features', 'id': '4RvWPyQ5RL0ao9LPZeSouE', 'uri': 'spotify:track:4RvWPyQ5RL0ao9LPZeSouE', 'track_href': 'https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE', 'duration_ms': 251489, 'time_signature': 4}",72,87,new romantic,251488,1985-02-25
27,Married With Children,Oasis,Definitely Maybe,"{'danceability': 0.59, 'energy': 0.429, 'key': 4, 'loudness': -11.7, 'mode': 1, 'speechiness': 0.0263, 'acousticness': 0.83, 'instrumentalness': 0, 'liveness': 0.334, 'valence': 0.342, 'tempo': 87.83, 'type': 'audio_features', 'id': '0oemhAQXaaIHCEARF9JFGg', 'uri': 'spotify:track:0oemhAQXaaIHCEARF9JFGg', 'track_href': 'https://api.spotify.com/v1/tracks/0oemhAQXaaIHCEARF9JFGg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0oemhAQXaaIHCEARF9JFGg', 'duration_ms': 192547, 'time_signature': 4}",74,59,beatlesque,192546,1994-08-29
28,Fuck Love,XXXTENTACION,17,"{'danceability': 0.797, 'energy': 0.533, 'key': 0, 'loudness': -9.74, 'mode': 0, 'speechiness': 0.0412, 'acousticness': 0.0172, 'instrumentalness': 0.000152, 'liveness': 0.103, 'valence': 0.329, 'tempo': 131.036, 'type': 'audio_features', 'id': '7AQim7LbvFVZJE3O8TYgf2', 'uri': 'spotify:track:7AQim7LbvFVZJE3O8TYgf2', 'track_href': 'https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7AQim7LbvFVZJE3O8TYgf2', 'duration_ms': 146520, 'time_signature': 4}",85,85,emo rap,146520,2017-08-25
29,F.N,Lil Tjay,F.N,"{'danceability': 0.562, 'energy': 0.502, 'key': 6, 'loudness': -10.269, 'mode': 0, 'speechiness': 0.255, 'acousticness': 0.323, 'instrumentalness': 0, 'liveness': 0.0757, 'valence': 0.322, 'tempo': 120.104, 'type': 'audio_features', 'id': '0UPBidRYcgJ2mjZlk08V8x', 'uri': 'spotify:track:0UPBidRYcgJ2mjZlk08V8x', 'track_href': 'https://api.spotify.com/v1/tracks/0UPBidRYcgJ2mjZlk08V8x', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0UPBidRYcgJ2mjZlk08V8x', 'duration_ms': 224000, 'time_signature': 1}",75,51,brooklyn drill,224000,2019-08-09
30,Your Love,The Outfield,Play Deep,"{'danceability': 0.578, 'energy': 0.654, 'key': 1, 'loudness': -12.421, 'mode': 0, 'speechiness': 0.0562, 'acousticness': 0.121, 'instrumentalness': 3.62e-06, 'liveness': 0.0673, 'valence': 0.621, 'tempo': 129.513, 'type': 'audio_features', 'id': '0WoFs3EdGOx58yX5BtXvOa', 'uri': 'spotify:track:0WoFs3EdGOx58yX5BtXvOa', 'track_href': 'https://api.spotify.com/v1/tracks/0WoFs3EdGOx58yX5BtXvOa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0WoFs3EdGOx58yX5BtXvOa', 'duration_ms': 216467, 'time_signature': 4}",67,82,album rock,216466,1985-06-29
31,Teenage Dirtbag,Wheatus,Wheatus,"{'danceability': 0.625, 'energy': 0.85, 'key': 4, 'loudness': -3.904, 'mode': 1, 'speechiness': 0.0495, 'acousticness': 0.346, 'instrumentalness': 0.000233, 'liveness': 0.174, 'valence': 0.633, 'tempo': 94.661, 'type': 'audio_features', 'id': '25FTMokYEbEWHEdss5JLZS', 'uri': 'spotify:track:25FTMokYEbEWHEdss5JLZS', 'track_href': 'https://api.spotify.com/v1/tracks/25FTMokYEbEWHEdss5JLZS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/25FTMokYEbEWHEdss5JLZS', 'duration_ms': 241667, 'time_signature': 4}",60,77,pop rock,241666,1999-02-15
32,Know Yourself,Drake,If You're Reading This It's Too Late,"{'danceability': 0.72, 'energy': 0.412, 'key': 11, 'loudness': -8.687, 'mode': 0, 'speechiness': 0.223, 'acousticness': 0.196, 'instrumentalness': 0, 'liveness': 0.342, 'valence': 0.179, 'tempo': 114.408, 'type': 'audio_features', 'id': '5InOp6q2vvx0fShv3bzFLZ', 'uri': 'spotify:track:5InOp6q2vvx0fShv3bzFLZ', 'track_href': 'https://api.spotify.com/v1/tracks/5InOp6q2vvx0fShv3bzFLZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5InOp6q2vvx0fShv3bzFLZ', 'duration_ms': 275840, 'time_signature': 4}",93,65,canadian hip hop,275840,2015-02-12
33,Hotline Bling,Drake,Views,"{'danceability': 0.891, 'energy': 0.628, 'key': 2, 'loudness': -7.863, 'mode': 1, 'speechiness': 0.0551, 'acousticness': 0.00258, 'instrumentalness': 0.00019, 'liveness': 0.0504, 'valence': 0.552, 'tempo': 134.966, 'type': 'audio_features', 'id': '0wwPcA6wtMf6HUMpIRdeP7', 'uri': 'spotify:track:0wwPcA6wtMf6HUMpIRdeP7', 'track_href': 'https://api.spotify.com/v1/tracks/0wwPcA6wtMf6HUMpIRdeP7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0wwPcA6wtMf6HUMpIRdeP7', 'duration_ms': 267067, 'time_signature': 4}",93,77,canadian hip hop,267066,2016-05-06
34,Lagoon,Billy Gillies,Lagoon,"{'danceability': 0.924, 'energy': 0.586, 'key': 5, 'loudness': -6.256, 'mode': 1, 'speechiness': 0.138, 'acousticness': 0.462, 'instrumentalness': 0.558, 'liveness': 0.0919, 'valence': 0.199, 'tempo': 145.026, 'type': 'audio_features', 'id': '7n9hGSj05L3OOUFbnOavzA', 'uri': 'spotify:track:7n9hGSj05L3OOUFbnOavzA', 'track_href': 'https://api.spotify.com/v1/tracks/7n9hGSj05L3OOUFbnOavzA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7n9hGSj05L3OOUFbnOavzA', 'duration_ms': 218483, 'time_signature': 4}",56,39,tech trance,218482,2022-06-01
35,Flashing Lights,Kanye West,Graduation,"{'danceability': 0.639, 'energy': 0.628, 'key': 6, 'loudness': -7.578, 'mode': 0, 'speechiness': 0.0398, 'acousticness': 0.0381, 'instrumentalness': 0, 'liveness': 0.386, 'valence': 0.43, 'tempo': 90.482, 'type': 'audio_features', 'id': '5TRPicyLGbAF2LGBFbHGvO', 'uri': 'spotify:track:5TRPicyLGbAF2LGBFbHGvO', 'track_href': 'https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO', 'duration_ms': 237507, 'time_signature': 4}",90,85,chicago rap,237506,2007-09-11
36,I Wonder,Kanye West,Graduation,"{'danceability': 0.542, 'energy': 0.466, 'key': 0, 'loudness': -8.668, 'mode': 1, 'speechiness': 0.0824, 'acousticness': 0.141, 'instrumentalness': 0.000444, 'liveness': 0.125, 'valence': 0.127, 'tempo': 191.386, 'type': 'audio_features', 'id': '7rbECVPkY5UODxoOUVKZnA', 'uri': 'spotify:track:7rbECVPkY5UODxoOUVKZnA', 'track_href': 'https://api.spotify.com/v1/tracks/7rbECVPkY5UODxoOUVKZnA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7rbECVPkY5UODxoOUVKZnA', 'duration_ms': 243440, 'time_signature': 4}",90,83,chicago rap,243440,2007-09-11
37,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,"{'danceability': 0.724, 'energy': 0.573, 'key': 7, 'loudness': -4.113, 'mode': 1, 'speechiness': 0.0549, 'acousticness': 0.118, 'instrumentalness': 0, 'liveness': 0.538, 'valence': 0.438, 'tempo': 113.088, 'type': 'audio_features', 'id': '4KW1lqgSr8TKrvBII0Brf8', 'uri': 'spotify:track:4KW1lqgSr8TKrvBII0Brf8', 'track_href': 'https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8', 'duration_ms': 135920, 'time_signature': 4}",90,85,chicago rap,135920,2016-06-10
