,track,artist,album,other,artist pop,track pop,track genre,duration,release date
10,Chop Suey!,System Of A Down,Toxicity,"{'danceability': 0.417, 'energy': 0.934, 'key': 7, 'loudness': -3.908, 'mode': 0, 'speechiness': 0.119, 'acousticness': 0.000278, 'instrumentalness': 0.0015, 'liveness': 0.132, 'valence': 0.287, 'tempo': 127.066, 'type': 'audio_features', 'id': '2DlHlPMa4M17kufBvI2lEN', 'uri': 'spotify:track:2DlHlPMa4M17kufBvI2lEN', 'track_href': 'https://api.spotify.com/v1/tracks/2DlHlPMa4M17kufBvI2lEN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2DlHlPMa4M17kufBvI2lEN', 'duration_ms': 210240, 'time_signature': 4}",77,85,alternative metal,210240,2001-09-04
11,"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace","{'danceability': 0.55, 'energy': 0.917, 'key': 0, 'loudness': -3.159, 'mode': 1, 'speechiness': 0.0638, 'acousticness': 0.00428, 'instrumentalness': 0, 'liveness': 0.197, 'valence': 0.601, 'tempo': 126.115, 'type': 'audio_features', 'id': '6TfBA04WJ3X1d1wXhaCFVT', 'uri': 'spotify:track:6TfBA04WJ3X1d1wXhaCFVT', 'track_href': 'https://api.spotify.com/v1/tracks/6TfBA04WJ3X1d1wXhaCFVT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6TfBA04WJ3X1d1wXhaCFVT', 'duration_ms': 177827, 'time_signature': 4}",74,82,alternative metal,177826,2008-06-17
12,Come As You Are,Nirvana,Nevermind (Deluxe Edition),"{'danceability': 0.5, 'energy': 0.824, 'key': 4, 'loudness': -5.846, 'mode': 0, 'speechiness': 0.0388, 'acousticness': 0.00016, 'instrumentalness': 0.00161, 'liveness': 0.0916, 'valence': 0.539, 'tempo': 120.125, 'type': 'audio_features', 'id': '0MKGH8UMfCnq5w7nG06oM5', 'uri': 'spotify:track:0MKGH8UMfCnq5w7nG06oM5', 'track_href': 'https://api.spotify.com/v1/tracks/0MKGH8UMfCnq5w7nG06oM5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0MKGH8UMfCnq5w7nG06oM5', 'duration_ms': 218920, 'time_signature': 4}",78,0,grunge,218920,1991-09-26
13,Kryptonite,3 Doors Down,The Better Life,"{'danceability': 0.545, 'energy': 0.865, 'key': 11, 'loudness': -5.708, 'mode': 0, 'speechiness': 0.0286, 'acousticness': 0.00664, 'instrumentalness': 1.1e-05, 'liveness': 0.168, 'valence': 0.543, 'tempo': 99.005, 'type': 'audio_features', 'id': '6ZOBP3NvffbU4SZcrnt1k6', 'uri': 'spotify:track:6ZOBP3NvffbU4SZcrnt1k6', 'track_href': 'https://api.spotify.com/v1/tracks/6ZOBP3NvffbU4SZcrnt1k6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ZOBP3NvffbU4SZcrnt1k6', 'duration_ms': 233933, 'time_signature': 4}",67,81,alternative metal,233933,2000
14,Killing In The Name,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),"{'danceability': 0.466, 'energy': 0.833, 'key': 7, 'loudness': -4.215, 'mode': 1, 'speechiness': 0.304, 'acousticness': 0.0266, 'instrumentalness': 0, 'liveness': 0.0327, 'valence': 0.661, 'tempo': 88.785, 'type': 'audio_features', 'id': '59WN2psjkt1tyaxjspN8fp', 'uri': 'spotify:track:59WN2psjkt1tyaxjspN8fp', 'track_href': 'https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/59WN2psjkt1tyaxjspN8fp', 'duration_ms': 313573, 'time_signature': 4}",68,80,alternative metal,313573,1992
15,Toxicity,System Of A Down,Toxicity,"{'danceability': 0.413, 'energy': 0.873, 'key': 8, 'loudness': -4.151, 'mode': 1, 'speechiness': 0.0536, 'acousticness': 0.000264, 'instrumentalness': 0.00249, 'liveness': 0.204, 'valence': 0.48, 'tempo': 116.68, 'type': 'audio_features', 'id': '0snQkGI5qnAmohLE7jTsTn', 'uri': 'spotify:track:0snQkGI5qnAmohLE7jTsTn', 'track_href': 'https://api.spotify.com/v1/tracks/0snQkGI5qnAmohLE7jTsTn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0snQkGI5qnAmohLE7jTsTn', 'duration_ms': 218933, 'time_signature': 3}",77,83,alternative metal,218933,2001-09-04
16,Smooth Criminal,Alien Ant Farm,Anthology,"{'danceability': 0.653, 'energy': 0.964, 'key': 9, 'loudness': -4.26, 'mode': 0, 'speechiness': 0.0578, 'acousticness': 0.00316, 'instrumentalness': 0.0051, 'liveness': 0.144, 'valence': 0.872, 'tempo': 126.928, 'type': 'audio_features', 'id': '5z6xHjCZr7a7AIcy8sPBKy', 'uri': 'spotify:track:5z6xHjCZr7a7AIcy8sPBKy', 'track_href': 'https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy', 'duration_ms': 209267, 'time_signature': 4}",57,76,alternative metal,209266,2001-01-01
17,Enter Sandman,Metallica,Metallica,"{'danceability': 0.577, 'energy': 0.828, 'key': 6, 'loudness': -8.691, 'mode': 0, 'speechiness': 0.0298, 'acousticness': 0.00213, 'instrumentalness': 0.0114, 'liveness': 0.0581, 'valence': 0.604, 'tempo': 123.257, 'type': 'audio_features', 'id': '5sICkBXVmaCQk5aISGR3x1', 'uri': 'spotify:track:5sICkBXVmaCQk5aISGR3x1', 'track_href': 'https://api.spotify.com/v1/tracks/5sICkBXVmaCQk5aISGR3x1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5sICkBXVmaCQk5aISGR3x1', 'duration_ms': 331267, 'time_signature': 4}",78,81,hard rock,331266,1991-08-12
18,She Hates Me,Puddle Of Mudd,Come Clean,"{'danceability': 0.58, 'energy': 0.748, 'key': 4, 'loudness': -5.433, 'mode': 1, 'speechiness': 0.0323, 'acousticness': 0.00935, 'instrumentalness': 0, 'liveness': 0.753, 'valence': 0.584, 'tempo': 109.781, 'type': 'audio_features', 'id': '16DhvbuyvJob4Q9GHNYu2n', 'uri': 'spotify:track:16DhvbuyvJob4Q9GHNYu2n', 'track_href': 'https://api.spotify.com/v1/tracks/16DhvbuyvJob4Q9GHNYu2n', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/16DhvbuyvJob4Q9GHNYu2n', 'duration_ms': 216760, 'time_signature': 4}",60,73,alternative metal,216760,2001-08-28
19,Thunderstruck,AC/DC,The Razors Edge,"{'danceability': 0.502, 'energy': 0.89, 'key': 4, 'loudness': -5.175, 'mode': 1, 'speechiness': 0.0364, 'acousticness': 0.000147, 'instrumentalness': 0.0117, 'liveness': 0.217, 'valence': 0.259, 'tempo': 133.52, 'type': 'audio_features', 'id': '57bgtoPSgt236HzfBOd8kj', 'uri': 'spotify:track:57bgtoPSgt236HzfBOd8kj', 'track_href': 'https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj', 'duration_ms': 292880, 'time_signature': 4}",79,86,australian rock,292880,1990-09-24
20,We're Not Gonna Take It,Donots,We're Not Gonna Take it,"{'danceability': 0.522, 'energy': 0.934, 'key': 8, 'loudness': -5.386, 'mode': 1, 'speechiness': 0.0454, 'acousticness': 0.00189, 'instrumentalness': 0, 'liveness': 0.151, 'valence': 0.859, 'tempo': 154.896, 'type': 'audio_features', 'id': '6CdcotDS3QD8vtmT0W6otX', 'uri': 'spotify:track:6CdcotDS3QD8vtmT0W6otX', 'track_href': 'https://api.spotify.com/v1/tracks/6CdcotDS3QD8vtmT0W6otX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6CdcotDS3QD8vtmT0W6otX', 'duration_ms': 215653, 'time_signature': 4}",43,47,german punk,215653,2002-09-27
21,T.N.T.,AC/DC,High Voltage,"{'danceability': 0.754, 'energy': 0.759, 'key': 9, 'loudness': -5.218, 'mode': 1, 'speechiness': 0.302, 'acousticness': 0.153, 'instrumentalness': 0.000108, 'liveness': 0.101, 'valence': 0.435, 'tempo': 126.366, 'type': 'audio_features', 'id': '7LRMbd3LEoV5wZJvXT1Lwb', 'uri': 'spotify:track:7LRMbd3LEoV5wZJvXT1Lwb', 'track_href': 'https://api.spotify.com/v1/tracks/7LRMbd3LEoV5wZJvXT1Lwb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7LRMbd3LEoV5wZJvXT1Lwb', 'duration_ms': 214667, 'time_signature': 4}",79,80,australian rock,214666,1976-05-14
22,Paradise City,Guns N' Roses,Appetite For Destruction,"{'danceability': 0.273, 'energy': 0.952, 'key': 11, 'loudness': -8.762, 'mode': 1, 'speechiness': 0.0843, 'acousticness': 0.0169, 'instrumentalness': 0.0111, 'liveness': 0.142, 'valence': 0.472, 'tempo': 100.271, 'type': 'audio_features', 'id': '3YBZIN3rekqsKxbJc9FZko', 'uri': 'spotify:track:3YBZIN3rekqsKxbJc9FZko', 'track_href': 'https://api.spotify.com/v1/tracks/3YBZIN3rekqsKxbJc9FZko', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3YBZIN3rekqsKxbJc9FZko', 'duration_ms': 405640, 'time_signature': 4}",76,7,glam metal,405640,1987-07-21
23,Bonnie & Clyde,Die Toten Hosen,Opium für's Volk (Deluxe-Edition mit Bonus-Tracks),"{'danceability': 0.307, 'energy': 0.904, 'key': 0, 'loudness': -2.407, 'mode': 1, 'speechiness': 0.0537, 'acousticness': 0.0109, 'instrumentalness': 0, 'liveness': 0.105, 'valence': 0.348, 'tempo': 166.907, 'type': 'audio_features', 'id': '2hZAJcLnFGk6V50TiD7yzm', 'uri': 'spotify:track:2hZAJcLnFGk6V50TiD7yzm', 'track_href': 'https://api.spotify.com/v1/tracks/2hZAJcLnFGk6V50TiD7yzm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2hZAJcLnFGk6V50TiD7yzm', 'duration_ms': 211733, 'time_signature': 4}",58,59,german alternative rock,211733,1996
24,Sex on Fire,Kings of Leon,Only By The Night,"{'danceability': 0.542, 'energy': 0.905, 'key': 9, 'loudness': -5.653, 'mode': 1, 'speechiness': 0.054, 'acousticness': 0.00172, 'instrumentalness': 0.0104, 'liveness': 0.136, 'valence': 0.374, 'tempo': 153.398, 'type': 'audio_features', 'id': '0ntQJM78wzOLVeCUAW7Y45', 'uri': 'spotify:track:0ntQJM78wzOLVeCUAW7Y45', 'track_href': 'https://api.spotify.com/v1/tracks/0ntQJM78wzOLVeCUAW7Y45', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ntQJM78wzOLVeCUAW7Y45', 'duration_ms': 203347, 'time_signature': 4}",73,85,modern rock,203346,2008-09-23
25,Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,"{'danceability': 0.447, 'energy': 0.954, 'key': 8, 'loudness': -8.069, 'mode': 1, 'speechiness': 0.0751, 'acousticness': 0.0235, 'instrumentalness': 0.403, 'liveness': 0.298, 'valence': 0.331, 'tempo': 123.453, 'type': 'audio_features', 'id': '0bVtevEgtDIeRjCJbK3Lmv', 'uri': 'spotify:track:0bVtevEgtDIeRjCJbK3Lmv', 'track_href': 'https://api.spotify.com/v1/tracks/0bVtevEgtDIeRjCJbK3Lmv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0bVtevEgtDIeRjCJbK3Lmv', 'duration_ms': 272027, 'time_signature': 4}",76,16,glam metal,272026,1987-07-21
26,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,"{'danceability': 0.454, 'energy': 0.91, 'key': 6, 'loudness': -7.766, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.0866, 'instrumentalness': 0.0996, 'liveness': 0.116, 'valence': 0.629, 'tempo': 125.116, 'type': 'audio_features', 'id': '7o2CTH4ctstm8TNelqjb51', 'uri': 'spotify:track:7o2CTH4ctstm8TNelqjb51', 'track_href': 'https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7o2CTH4ctstm8TNelqjb51', 'duration_ms': 354520, 'time_signature': 4}",76,9,glam metal,354520,1987-07-21
27,Zombie,The Cranberries,No Need To Argue,"{'danceability': 0.307, 'energy': 0.635, 'key': 7, 'loudness': -8.957, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.0154, 'instrumentalness': 0.00483, 'liveness': 0.366, 'valence': 0.304, 'tempo': 166.973, 'type': 'audio_features', 'id': '2IZZqH4K02UIYg5EohpNHF', 'uri': 'spotify:track:2IZZqH4K02UIYg5EohpNHF', 'track_href': 'https://api.spotify.com/v1/tracks/2IZZqH4K02UIYg5EohpNHF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2IZZqH4K02UIYg5EohpNHF', 'duration_ms': 306427, 'time_signature': 4}",73,1,irish rock,306426,1994-10-03
28,Hells Bells,AC/DC,Back In Black,"{'danceability': 0.389, 'energy': 0.873, 'key': 4, 'loudness': -4.768, 'mode': 0, 'speechiness': 0.0475, 'acousticness': 0.00532, 'instrumentalness': 0.0055, 'liveness': 0.273, 'valence': 0.303, 'tempo': 106.767, 'type': 'audio_features', 'id': '69QHm3pustz01CJRwdo20z', 'uri': 'spotify:track:69QHm3pustz01CJRwdo20z', 'track_href': 'https://api.spotify.com/v1/tracks/69QHm3pustz01CJRwdo20z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/69QHm3pustz01CJRwdo20z', 'duration_ms': 312293, 'time_signature': 4}",79,76,australian rock,312293,1980-07-25
29,Are You Gonna Be My Girl,Jet,Get Born,"{'danceability': 0.606, 'energy': 0.957, 'key': 2, 'loudness': -3.404, 'mode': 1, 'speechiness': 0.0814, 'acousticness': 0.00117, 'instrumentalness': 0.000295, 'liveness': 0.14, 'valence': 0.603, 'tempo': 105.105, 'type': 'audio_features', 'id': '305WCRhhS10XUcH6AEwZk6', 'uri': 'spotify:track:305WCRhhS10XUcH6AEwZk6', 'track_href': 'https://api.spotify.com/v1/tracks/305WCRhhS10XUcH6AEwZk6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/305WCRhhS10XUcH6AEwZk6', 'duration_ms': 213800, 'time_signature': 4}",59,76,garage rock,213800,2003-09-15
30,Ace of Spades,Motörhead,Ace of Spades (Expanded Edition),"{'danceability': 0.342, 'energy': 0.91, 'key': 4, 'loudness': -7.748, 'mode': 1, 'speechiness': 0.0758, 'acousticness': 4.02e-05, 'instrumentalness': 0.000121, 'liveness': 0.0823, 'valence': 0.547, 'tempo': 140.452, 'type': 'audio_features', 'id': '6EPRKhUOdiFSQwGBRBbvsZ', 'uri': 'spotify:track:6EPRKhUOdiFSQwGBRBbvsZ', 'track_href': 'https://api.spotify.com/v1/tracks/6EPRKhUOdiFSQwGBRBbvsZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6EPRKhUOdiFSQwGBRBbvsZ', 'duration_ms': 166360, 'time_signature': 4}",61,14,alternative metal,166360,1980-11-08
31,Tribute,Tenacious D,Tenacious D,"{'danceability': 0.365, 'energy': 0.767, 'key': 9, 'loudness': -6.185, 'mode': 0, 'speechiness': 0.0681, 'acousticness': 0.181, 'instrumentalness': 0.000856, 'liveness': 0.0942, 'valence': 0.422, 'tempo': 94.174, 'type': 'audio_features', 'id': '6crBy2sODw2HS53xquM6us', 'uri': 'spotify:track:6crBy2sODw2HS53xquM6us', 'track_href': 'https://api.spotify.com/v1/tracks/6crBy2sODw2HS53xquM6us', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6crBy2sODw2HS53xquM6us', 'duration_ms': 248053, 'time_signature': 4}",63,67,alternative metal,248053,2001-09-25
32,You Give Love A Bad Name,Bon Jovi,Slippery When Wet,"{'danceability': 0.541, 'energy': 0.959, 'key': 0, 'loudness': -2.947, 'mode': 0, 'speechiness': 0.0505, 'acousticness': 0.0663, 'instrumentalness': 2.18e-06, 'liveness': 0.344, 'valence': 0.812, 'tempo': 122.805, 'type': 'audio_features', 'id': '0rmGAIH9LNJewFw7nKzZnc', 'uri': 'spotify:track:0rmGAIH9LNJewFw7nKzZnc', 'track_href': 'https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc', 'duration_ms': 222707, 'time_signature': 4}",75,83,glam metal,222706,1986-08-16
33,Sonne,Rammstein,Mutter,"{'danceability': 0.51, 'energy': 0.917, 'key': 4, 'loudness': -4.806, 'mode': 0, 'speechiness': 0.0854, 'acousticness': 0.0054, 'instrumentalness': 0.000133, 'liveness': 0.396, 'valence': 0.313, 'tempo': 75.098, 'type': 'audio_features', 'id': '3gVhsZtseYtY1fMuyYq06F', 'uri': 'spotify:track:3gVhsZtseYtY1fMuyYq06F', 'track_href': 'https://api.spotify.com/v1/tracks/3gVhsZtseYtY1fMuyYq06F', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3gVhsZtseYtY1fMuyYq06F', 'duration_ms': 272440, 'time_signature': 4}",76,78,german metal,272440,2001-04-02
34,Livin' On A Prayer,Bon Jovi,Slippery When Wet,"{'danceability': 0.532, 'energy': 0.887, 'key': 0, 'loudness': -3.757, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.0778, 'instrumentalness': 0.000206, 'liveness': 0.294, 'valence': 0.794, 'tempo': 122.509, 'type': 'audio_features', 'id': '37ZJ0p5Jm13JPevGcx4SkF', 'uri': 'spotify:track:37ZJ0p5Jm13JPevGcx4SkF', 'track_href': 'https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF', 'duration_ms': 249293, 'time_signature': 4}",75,86,glam metal,249293,1986-08-16
35,I Was Made For Lovin' You,KISS,Dynasty,"{'danceability': 0.768, 'energy': 0.852, 'key': 4, 'loudness': -6.215, 'mode': 1, 'speechiness': 0.038, 'acousticness': 0.214, 'instrumentalness': 7.36e-05, 'liveness': 0.0723, 'valence': 0.867, 'tempo': 128.373, 'type': 'audio_features', 'id': '07q0QVgO56EorrSGHC48y3', 'uri': 'spotify:track:07q0QVgO56EorrSGHC48y3', 'track_href': 'https://api.spotify.com/v1/tracks/07q0QVgO56EorrSGHC48y3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/07q0QVgO56EorrSGHC48y3', 'duration_ms': 271240, 'time_signature': 4}",68,82,glam rock,271240,1979-03-23
36,Poison,Alice Cooper,Trash,"{'danceability': 0.28, 'energy': 0.908, 'key': 2, 'loudness': -5.509, 'mode': 0, 'speechiness': 0.109, 'acousticness': 0.0327, 'instrumentalness': 8.85e-06, 'liveness': 0.18, 'valence': 0.26, 'tempo': 118.698, 'type': 'audio_features', 'id': '5XcZRgJv3zMhTqCyESjQrF', 'uri': 'spotify:track:5XcZRgJv3zMhTqCyESjQrF', 'track_href': 'https://api.spotify.com/v1/tracks/5XcZRgJv3zMhTqCyESjQrF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XcZRgJv3zMhTqCyESjQrF', 'duration_ms': 270080, 'time_signature': 4}",59,72,album rock,270080,1989-07-25
37,Come Out And Play (Keep ‘Em Separated),The Offspring,Greatest Hits,"{'danceability': 0.481, 'energy': 0.856, 'key': 7, 'loudness': -3.764, 'mode': 1, 'speechiness': 0.162, 'acousticness': 0.0535, 'instrumentalness': 6.75e-06, 'liveness': 0.0847, 'valence': 0.847, 'tempo': 158.405, 'type': 'audio_features', 'id': '0Yb5Kfpf3boElZNa61wPdJ', 'uri': 'spotify:track:0Yb5Kfpf3boElZNa61wPdJ', 'track_href': 'https://api.spotify.com/v1/tracks/0Yb5Kfpf3boElZNa61wPdJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Yb5Kfpf3boElZNa61wPdJ', 'duration_ms': 197800, 'time_signature': 4}",74,0,alternative metal,197800,2005-06-21
