,track,artist,album,other,artist pop,track pop,track genre,duration,release date
10,Numb,Linkin Park,Meteora,"{'danceability': 0.488, 'energy': 0.87, 'key': 6, 'loudness': -4.185, 'mode': 0, 'speechiness': 0.0421, 'acousticness': 0.00353, 'instrumentalness': 0, 'liveness': 0.484, 'valence': 0.211, 'tempo': 110.072, 'type': 'audio_features', 'id': '2nLtzopw4rPReszdYBJU6h', 'uri': 'spotify:track:2nLtzopw4rPReszdYBJU6h', 'track_href': 'https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h', 'duration_ms': 187520, 'time_signature': 4}",83,85,alternative metal,187520,2003-09-16
11,Radioactive,Imagine Dragons,Night Visions (Deluxe),"{'danceability': 0.448, 'energy': 0.784, 'key': 9, 'loudness': -3.686, 'mode': 1, 'speechiness': 0.0625, 'acousticness': 0.0999, 'instrumentalness': 0.000108, 'liveness': 0.668, 'valence': 0.237, 'tempo': 136.239, 'type': 'audio_features', 'id': '58rFzMvW9kxNwMtGTgBQoP', 'uri': 'spotify:track:58rFzMvW9kxNwMtGTgBQoP', 'track_href': 'https://api.spotify.com/v1/tracks/58rFzMvW9kxNwMtGTgBQoP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/58rFzMvW9kxNwMtGTgBQoP', 'duration_ms': 186813, 'time_signature': 4}",85,65,modern rock,186813,2012-09-04
12,I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,"{'danceability': 0.569, 'energy': 0.83, 'key': 9, 'loudness': -4.106, 'mode': 0, 'speechiness': 0.14, 'acousticness': 0.0807, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.609, 'tempo': 170.094, 'type': 'audio_features', 'id': '4bPQs0PHn4xbipzdPfn6du', 'uri': 'spotify:track:4bPQs0PHn4xbipzdPfn6du', 'track_href': 'https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du', 'duration_ms': 186635, 'time_signature': 4}",74,73,pop,186634,2005-09-27
13,Down with the Sickness,Disturbed,The Sickness,"{'danceability': 0.695, 'energy': 0.876, 'key': 3, 'loudness': -4.262, 'mode': 0, 'speechiness': 0.0553, 'acousticness': 0.000996, 'instrumentalness': 6.89e-06, 'liveness': 0.106, 'valence': 0.941, 'tempo': 89.954, 'type': 'audio_features', 'id': '40rvBMQizxkIqnjPdEWY1v', 'uri': 'spotify:track:40rvBMQizxkIqnjPdEWY1v', 'track_href': 'https://api.spotify.com/v1/tracks/40rvBMQizxkIqnjPdEWY1v', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40rvBMQizxkIqnjPdEWY1v', 'duration_ms': 279213, 'time_signature': 4}",74,78,alternative metal,279213,2000-03-07
14,Smooth Criminal,Alien Ant Farm,Anthology,"{'danceability': 0.653, 'energy': 0.964, 'key': 9, 'loudness': -4.26, 'mode': 0, 'speechiness': 0.0578, 'acousticness': 0.00316, 'instrumentalness': 0.0051, 'liveness': 0.144, 'valence': 0.872, 'tempo': 126.928, 'type': 'audio_features', 'id': '5z6xHjCZr7a7AIcy8sPBKy', 'uri': 'spotify:track:5z6xHjCZr7a7AIcy8sPBKy', 'track_href': 'https://api.spotify.com/v1/tracks/5z6xHjCZr7a7AIcy8sPBKy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5z6xHjCZr7a7AIcy8sPBKy', 'duration_ms': 209267, 'time_signature': 4}",58,75,alternative metal,209266,2001-01-01
15,Kryptonite,3 Doors Down,The Better Life,"{'danceability': 0.545, 'energy': 0.865, 'key': 11, 'loudness': -5.708, 'mode': 0, 'speechiness': 0.0286, 'acousticness': 0.00664, 'instrumentalness': 1.1e-05, 'liveness': 0.168, 'valence': 0.543, 'tempo': 99.005, 'type': 'audio_features', 'id': '6ZOBP3NvffbU4SZcrnt1k6', 'uri': 'spotify:track:6ZOBP3NvffbU4SZcrnt1k6', 'track_href': 'https://api.spotify.com/v1/tracks/6ZOBP3NvffbU4SZcrnt1k6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ZOBP3NvffbU4SZcrnt1k6', 'duration_ms': 233933, 'time_signature': 4}",68,80,alternative metal,233933,2000
16,The Kill,Thirty Seconds To Mars,A Beautiful Lie,"{'danceability': 0.179, 'energy': 0.912, 'key': 4, 'loudness': -3.881, 'mode': 0, 'speechiness': 0.0791, 'acousticness': 0.0014, 'instrumentalness': 0.000294, 'liveness': 0.582, 'valence': 0.289, 'tempo': 182.99, 'type': 'audio_features', 'id': '0lP4HYLmvowOKdsQ7CVkuq', 'uri': 'spotify:track:0lP4HYLmvowOKdsQ7CVkuq', 'track_href': 'https://api.spotify.com/v1/tracks/0lP4HYLmvowOKdsQ7CVkuq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0lP4HYLmvowOKdsQ7CVkuq', 'duration_ms': 231533, 'time_signature': 3}",67,78,modern rock,231533,2005-01-01
17,Helena,My Chemical Romance,Three Cheers for Sweet Revenge,"{'danceability': 0.356, 'energy': 0.96, 'key': 4, 'loudness': -3.487, 'mode': 1, 'speechiness': 0.104, 'acousticness': 0.0142, 'instrumentalness': 0, 'liveness': 0.209, 'valence': 0.0857, 'tempo': 125.921, 'type': 'audio_features', 'id': '5dTHtzHFPyi8TlTtzoz1J9', 'uri': 'spotify:track:5dTHtzHFPyi8TlTtzoz1J9', 'track_href': 'https://api.spotify.com/v1/tracks/5dTHtzHFPyi8TlTtzoz1J9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5dTHtzHFPyi8TlTtzoz1J9', 'duration_ms': 204733, 'time_signature': 4}",75,76,emo,204733,2004-06-08
18,Bring Me To Life,Evanescence,Fallen,"{'danceability': 0.331, 'energy': 0.943, 'key': 4, 'loudness': -3.188, 'mode': 0, 'speechiness': 0.0698, 'acousticness': 0.00721, 'instrumentalness': 2.06e-06, 'liveness': 0.242, 'valence': 0.296, 'tempo': 94.612, 'type': 'audio_features', 'id': '0COqiPhxzoWICwFCS4eZcp', 'uri': 'spotify:track:0COqiPhxzoWICwFCS4eZcp', 'track_href': 'https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0COqiPhxzoWICwFCS4eZcp', 'duration_ms': 235893, 'time_signature': 4}",71,84,alternative metal,235893,2003-03-04
19,Crawling,Linkin Park,Hybrid Theory (Bonus Edition),"{'danceability': 0.58, 'energy': 0.702, 'key': 4, 'loudness': -5.565, 'mode': 1, 'speechiness': 0.0337, 'acousticness': 0.0466, 'instrumentalness': 3.2e-06, 'liveness': 0.536, 'valence': 0.299, 'tempo': 105.076, 'type': 'audio_features', 'id': '57BrRMwf9LrcmuOsyGilwr', 'uri': 'spotify:track:57BrRMwf9LrcmuOsyGilwr', 'track_href': 'https://api.spotify.com/v1/tracks/57BrRMwf9LrcmuOsyGilwr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/57BrRMwf9LrcmuOsyGilwr', 'duration_ms': 208960, 'time_signature': 4}",83,78,alternative metal,208960,2000
20,Toxicity,System Of A Down,Toxicity,"{'danceability': 0.413, 'energy': 0.873, 'key': 8, 'loudness': -4.151, 'mode': 1, 'speechiness': 0.0536, 'acousticness': 0.000264, 'instrumentalness': 0.00249, 'liveness': 0.204, 'valence': 0.48, 'tempo': 116.68, 'type': 'audio_features', 'id': '0snQkGI5qnAmohLE7jTsTn', 'uri': 'spotify:track:0snQkGI5qnAmohLE7jTsTn', 'track_href': 'https://api.spotify.com/v1/tracks/0snQkGI5qnAmohLE7jTsTn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0snQkGI5qnAmohLE7jTsTn', 'duration_ms': 218933, 'time_signature': 3}",78,82,alternative metal,218933,2001-09-04
21,Mr. Brightside,The Killers,Hot Fuss,"{'danceability': 0.356, 'energy': 0.924, 'key': 1, 'loudness': -3.74, 'mode': 1, 'speechiness': 0.0808, 'acousticness': 0.00101, 'instrumentalness': 0, 'liveness': 0.0953, 'valence': 0.232, 'tempo': 148.017, 'type': 'audio_features', 'id': '7oK9VyNzrYvRFo7nQEYkWN', 'uri': 'spotify:track:7oK9VyNzrYvRFo7nQEYkWN', 'track_href': 'https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN', 'duration_ms': 222587, 'time_signature': 4}",75,18,alternative rock,222586,2004-06-15
22,The Pretender,Foo Fighters,Greatest Hits,"{'danceability': 0.43, 'energy': 0.955, 'key': 9, 'loudness': -4.767, 'mode': 1, 'speechiness': 0.0424, 'acousticness': 0.000807, 'instrumentalness': 0, 'liveness': 0.044, 'valence': 0.366, 'tempo': 172.975, 'type': 'audio_features', 'id': '6HNruFQlzQx4ulL4ppRLYI', 'uri': 'spotify:track:6HNruFQlzQx4ulL4ppRLYI', 'track_href': 'https://api.spotify.com/v1/tracks/6HNruFQlzQx4ulL4ppRLYI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6HNruFQlzQx4ulL4ppRLYI', 'duration_ms': 267360, 'time_signature': 4}",75,55,alternative metal,267360,2009-11-03
23,Vox Populi,Thirty Seconds To Mars,This Is War,"{'danceability': 0.442, 'energy': 0.654, 'key': 2, 'loudness': -5.946, 'mode': 1, 'speechiness': 0.0623, 'acousticness': 0.0174, 'instrumentalness': 0.000152, 'liveness': 0.0932, 'valence': 0.227, 'tempo': 164.354, 'type': 'audio_features', 'id': '5UHuDjuj0K81ydgwtdyPrd', 'uri': 'spotify:track:5UHuDjuj0K81ydgwtdyPrd', 'track_href': 'https://api.spotify.com/v1/tracks/5UHuDjuj0K81ydgwtdyPrd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5UHuDjuj0K81ydgwtdyPrd', 'duration_ms': 342960, 'time_signature': 4}",67,43,modern rock,342960,2009-01-01
24,Holiday / Boulevard of Broken Dreams,Green Day,American Idiot,"{'danceability': 0.29, 'energy': 0.827, 'key': 8, 'loudness': -3.451, 'mode': 1, 'speechiness': 0.0362, 'acousticness': 0.000659, 'instrumentalness': 2.55e-06, 'liveness': 0.301, 'valence': 0.45, 'tempo': 167.086, 'type': 'audio_features', 'id': '0MsrWnxQZxPAcov7c74sSo', 'uri': 'spotify:track:0MsrWnxQZxPAcov7c74sSo', 'track_href': 'https://api.spotify.com/v1/tracks/0MsrWnxQZxPAcov7c74sSo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0MsrWnxQZxPAcov7c74sSo', 'duration_ms': 493400, 'time_signature': 4}",78,70,modern rock,493400,2004-09-21
25,I'm Not Okay (I Promise),My Chemical Romance,Three Cheers for Sweet Revenge,"{'danceability': 0.21, 'energy': 0.94, 'key': 9, 'loudness': -3.427, 'mode': 1, 'speechiness': 0.123, 'acousticness': 0.00602, 'instrumentalness': 0, 'liveness': 0.269, 'valence': 0.255, 'tempo': 179.722, 'type': 'audio_features', 'id': '7lRlq939cDG4SzWOF4VAnd', 'uri': 'spotify:track:7lRlq939cDG4SzWOF4VAnd', 'track_href': 'https://api.spotify.com/v1/tracks/7lRlq939cDG4SzWOF4VAnd', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7lRlq939cDG4SzWOF4VAnd', 'duration_ms': 186480, 'time_signature': 4}",75,75,emo,186480,2004-06-08
26,Scars,Papa Roach,Getting Away With Murder,"{'danceability': 0.384, 'energy': 0.921, 'key': 11, 'loudness': -3.334, 'mode': 1, 'speechiness': 0.055, 'acousticness': 0.0948, 'instrumentalness': 0, 'liveness': 0.168, 'valence': 0.471, 'tempo': 89.922, 'type': 'audio_features', 'id': '1UREw2MCfU0xwBzCAjxlUD', 'uri': 'spotify:track:1UREw2MCfU0xwBzCAjxlUD', 'track_href': 'https://api.spotify.com/v1/tracks/1UREw2MCfU0xwBzCAjxlUD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1UREw2MCfU0xwBzCAjxlUD', 'duration_ms': 208186, 'time_signature': 4}",70,70,alternative metal,208186,2004-01-01
27,Demons,Imagine Dragons,Night Visions (Deluxe),"{'danceability': 0.5, 'energy': 0.71, 'key': 3, 'loudness': -3.015, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.19, 'instrumentalness': 0.00025, 'liveness': 0.329, 'valence': 0.419, 'tempo': 89.929, 'type': 'audio_features', 'id': '1Ntj0hZfncXCQ5hij7igIE', 'uri': 'spotify:track:1Ntj0hZfncXCQ5hij7igIE', 'track_href': 'https://api.spotify.com/v1/tracks/1Ntj0hZfncXCQ5hij7igIE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1Ntj0hZfncXCQ5hij7igIE', 'duration_ms': 175200, 'time_signature': 4}",85,68,modern rock,175200,2012-09-04
28,When You Were Young,The Killers,Sam's Town,"{'danceability': 0.467, 'energy': 0.988, 'key': 11, 'loudness': -3.313, 'mode': 1, 'speechiness': 0.112, 'acousticness': 0.000152, 'instrumentalness': 0.0484, 'liveness': 0.28, 'valence': 0.321, 'tempo': 130.433, 'type': 'audio_features', 'id': '70wYA8oYHoMzhRRkARoMhU', 'uri': 'spotify:track:70wYA8oYHoMzhRRkARoMhU', 'track_href': 'https://api.spotify.com/v1/tracks/70wYA8oYHoMzhRRkARoMhU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/70wYA8oYHoMzhRRkARoMhU', 'duration_ms': 220427, 'time_signature': 4}",75,76,alternative rock,220426,2006-09-27
29,Points of Authority / 99 Problems / One Step Closer,JAY-Z,Collision Course (Deluxe Version),"{'danceability': 0.547, 'energy': 0.951, 'key': 1, 'loudness': -4.079, 'mode': 0, 'speechiness': 0.151, 'acousticness': 0.00272, 'instrumentalness': 1.14e-05, 'liveness': 0.0862, 'valence': 0.51, 'tempo': 95.031, 'type': 'audio_features', 'id': '65eohvrL4ttjA7EfFkQOhX', 'uri': 'spotify:track:65eohvrL4ttjA7EfFkQOhX', 'track_href': 'https://api.spotify.com/v1/tracks/65eohvrL4ttjA7EfFkQOhX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/65eohvrL4ttjA7EfFkQOhX', 'duration_ms': 295827, 'time_signature': 4}",80,61,east coast hip hop,295826,2004
30,Walk,Foo Fighters,Wasting Light,"{'danceability': 0.234, 'energy': 0.865, 'key': 9, 'loudness': -5.131, 'mode': 1, 'speechiness': 0.0516, 'acousticness': 3.62e-05, 'instrumentalness': 0.000532, 'liveness': 0.289, 'valence': 0.194, 'tempo': 137.107, 'type': 'audio_features', 'id': '76Je5Wklky23mVoxiRszcN', 'uri': 'spotify:track:76Je5Wklky23mVoxiRszcN', 'track_href': 'https://api.spotify.com/v1/tracks/76Je5Wklky23mVoxiRszcN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/76Je5Wklky23mVoxiRszcN', 'duration_ms': 255960, 'time_signature': 4}",75,68,alternative metal,255960,2011-04-12
31,My Immortal,Evanescence,Fallen,"{'danceability': 0.19, 'energy': 0.265, 'key': 9, 'loudness': -9.206, 'mode': 1, 'speechiness': 0.0356, 'acousticness': 0.863, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.101, 'tempo': 79.012, 'type': 'audio_features', 'id': '4UzVcXufOhGUwF56HT7b8M', 'uri': 'spotify:track:4UzVcXufOhGUwF56HT7b8M', 'track_href': 'https://api.spotify.com/v1/tracks/4UzVcXufOhGUwF56HT7b8M', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4UzVcXufOhGUwF56HT7b8M', 'duration_ms': 262533, 'time_signature': 4}",71,74,alternative metal,262533,2003-03-04
32,This Is War,Thirty Seconds To Mars,This Is War,"{'danceability': 0.402, 'energy': 0.723, 'key': 6, 'loudness': -5.26, 'mode': 1, 'speechiness': 0.0579, 'acousticness': 0.0663, 'instrumentalness': 2e-06, 'liveness': 0.233, 'valence': 0.224, 'tempo': 160.047, 'type': 'audio_features', 'id': '2D52zjCyqEIQa221lhw6uk', 'uri': 'spotify:track:2D52zjCyqEIQa221lhw6uk', 'track_href': 'https://api.spotify.com/v1/tracks/2D52zjCyqEIQa221lhw6uk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2D52zjCyqEIQa221lhw6uk', 'duration_ms': 326983, 'time_signature': 4}",67,66,modern rock,326983,2009-01-01
33,Some Nights,fun.,Some Nights,"{'danceability': 0.672, 'energy': 0.738, 'key': 0, 'loudness': -7.045, 'mode': 1, 'speechiness': 0.0506, 'acousticness': 0.0178, 'instrumentalness': 6.75e-05, 'liveness': 0.0927, 'valence': 0.392, 'tempo': 107.938, 'type': 'audio_features', 'id': '6t6oULCRS6hnI7rm0h5gwl', 'uri': 'spotify:track:6t6oULCRS6hnI7rm0h5gwl', 'track_href': 'https://api.spotify.com/v1/tracks/6t6oULCRS6hnI7rm0h5gwl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl', 'duration_ms': 277040, 'time_signature': 4}",64,68,baroque pop,277040,2012-02-21
34,Thnks fr th Mmrs,Fall Out Boy,Infinity On High,"{'danceability': 0.46, 'energy': 0.892, 'key': 10, 'loudness': -5.046, 'mode': 0, 'speechiness': 0.0619, 'acousticness': 0.0051, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.59, 'tempo': 154.844, 'type': 'audio_features', 'id': '3Zwu2K0Qa5sT6teCCHPShP', 'uri': 'spotify:track:3Zwu2K0Qa5sT6teCCHPShP', 'track_href': 'https://api.spotify.com/v1/tracks/3Zwu2K0Qa5sT6teCCHPShP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Zwu2K0Qa5sT6teCCHPShP', 'duration_ms': 203507, 'time_signature': 4}",76,79,emo,203506,2007-01-01
35,Youth of the Nation,P.O.D.,Satellite (U.S. Version),"{'danceability': 0.563, 'energy': 0.86, 'key': 8, 'loudness': -7.533, 'mode': 1, 'speechiness': 0.0621, 'acousticness': 0.00834, 'instrumentalness': 0.0106, 'liveness': 0.39, 'valence': 0.517, 'tempo': 97.867, 'type': 'audio_features', 'id': '0UrWr7Jnu1heq1o99ZwUd0', 'uri': 'spotify:track:0UrWr7Jnu1heq1o99ZwUd0', 'track_href': 'https://api.spotify.com/v1/tracks/0UrWr7Jnu1heq1o99ZwUd0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0UrWr7Jnu1heq1o99ZwUd0', 'duration_ms': 256240, 'time_signature': 4}",60,69,alternative metal,256240,2001-09-11
36,One Step Closer,Linkin Park,Hybrid Theory (Bonus Edition),"{'danceability': 0.492, 'energy': 0.969, 'key': 9, 'loudness': -4.419, 'mode': 1, 'speechiness': 0.0491, 'acousticness': 0.0014, 'instrumentalness': 1.32e-06, 'liveness': 0.0787, 'valence': 0.538, 'tempo': 95.136, 'type': 'audio_features', 'id': '3K4HG9evC7dg3N0R9cYqk4', 'uri': 'spotify:track:3K4HG9evC7dg3N0R9cYqk4', 'track_href': 'https://api.spotify.com/v1/tracks/3K4HG9evC7dg3N0R9cYqk4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3K4HG9evC7dg3N0R9cYqk4', 'duration_ms': 157333, 'time_signature': 4}",83,81,alternative metal,157333,2000
37,Royals,Lorde,Pure Heroine,"{'danceability': 0.674, 'energy': 0.426, 'key': 7, 'loudness': -9.504, 'mode': 1, 'speechiness': 0.122, 'acousticness': 0.12, 'instrumentalness': 0, 'liveness': 0.132, 'valence': 0.337, 'tempo': 84.876, 'type': 'audio_features', 'id': '2dLLR6qlu5UJ5gk0dKz0h3', 'uri': 'spotify:track:2dLLR6qlu5UJ5gk0dKz0h3', 'track_href': 'https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3', 'duration_ms': 190185, 'time_signature': 4}",73,79,art pop,190185,2013-09-27
