,track,artist,album,other,artist pop,track pop,track genre,duration,release date
12,Baby Don't Hurt Me,David Guetta,Baby Don't Hurt Me,"{'danceability': 0.602, 'energy': 0.91, 'key': 7, 'loudness': -3.404, 'mode': 1, 'speechiness': 0.0308, 'acousticness': 0.00126, 'instrumentalness': 0.000174, 'liveness': 0.12, 'valence': 0.228, 'tempo': 127.944, 'type': 'audio_features', 'id': '3BKD1PwArikchz2Zrlp1qi', 'uri': 'spotify:track:3BKD1PwArikchz2Zrlp1qi', 'track_href': 'https://api.spotify.com/v1/tracks/3BKD1PwArikchz2Zrlp1qi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3BKD1PwArikchz2Zrlp1qi', 'duration_ms': 140018, 'time_signature': 4}",85,84,big room,140017,2023-04-06
13,I Don't Wanna Wait,David Guetta,I Don't Wanna Wait,"{'danceability': 0.681, 'energy': 0.714, 'key': 1, 'loudness': -4.617, 'mode': 0, 'speechiness': 0.0309, 'acousticness': 0.0375, 'instrumentalness': 0, 'liveness': 0.232, 'valence': 0.554, 'tempo': 129.976, 'type': 'audio_features', 'id': '331l3xABO0HMr1Kkyh2LZq', 'uri': 'spotify:track:331l3xABO0HMr1Kkyh2LZq', 'track_href': 'https://api.spotify.com/v1/tracks/331l3xABO0HMr1Kkyh2LZq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/331l3xABO0HMr1Kkyh2LZq', 'duration_ms': 149668, 'time_signature': 4}",85,87,big room,149667,2024-04-05
14,Push Up - Main Edit,Creeds,Push Up (Main Edit),"{'danceability': 0.767, 'energy': 0.83, 'key': 7, 'loudness': -8.78, 'mode': 1, 'speechiness': 0.206, 'acousticness': 0.209, 'instrumentalness': 0.836, 'liveness': 0.0582, 'valence': 0.187, 'tempo': 75.023, 'type': 'audio_features', 'id': '3AjSfp5FDvwtMU9XBsbS8j', 'uri': 'spotify:track:3AjSfp5FDvwtMU9XBsbS8j', 'track_href': 'https://api.spotify.com/v1/tracks/3AjSfp5FDvwtMU9XBsbS8j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3AjSfp5FDvwtMU9XBsbS8j', 'duration_ms': 139300, 'time_signature': 4}",63,83,hypertechno,139300,2023-03-31
15,LET'S GET FKD UP,Alok,LET'S GET FKD UP (feat. Tribbs),"{'danceability': 0.65, 'energy': 0.946, 'key': 10, 'loudness': -5.454, 'mode': 1, 'speechiness': 0.0421, 'acousticness': 0.00191, 'instrumentalness': 0.127, 'liveness': 0.149, 'valence': 0.425, 'tempo': 160.027, 'type': 'audio_features', 'id': '0iB5f04XdJ2tcfhoVkeLV8', 'uri': 'spotify:track:0iB5f04XdJ2tcfhoVkeLV8', 'track_href': 'https://api.spotify.com/v1/tracks/0iB5f04XdJ2tcfhoVkeLV8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0iB5f04XdJ2tcfhoVkeLV8', 'duration_ms': 121500, 'time_signature': 4}",78,83,electro house,121500,2023-11-17
16,Cold Heart - PNAU Remix,Elton John,Cold Heart (PNAU Remix),"{'danceability': 0.796, 'energy': 0.798, 'key': 1, 'loudness': -6.312, 'mode': 1, 'speechiness': 0.0317, 'acousticness': 0.034, 'instrumentalness': 4.19e-05, 'liveness': 0.0952, 'valence': 0.942, 'tempo': 116.032, 'type': 'audio_features', 'id': '6zSpb8dQRaw0M1dK8PBwQz', 'uri': 'spotify:track:6zSpb8dQRaw0M1dK8PBwQz', 'track_href': 'https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz', 'duration_ms': 202735, 'time_signature': 4}",79,83,glam rock,202735,2021-08-13
17,Desire (with Sam Smith),Calvin Harris,Desire (with Sam Smith),"{'danceability': 0.587, 'energy': 0.924, 'key': 11, 'loudness': -5.433, 'mode': 0, 'speechiness': 0.0457, 'acousticness': 0.0311, 'instrumentalness': 0.0171, 'liveness': 0.23, 'valence': 0.509, 'tempo': 140.009, 'type': 'audio_features', 'id': '22dUzMFttcR3uU17NcOAIv', 'uri': 'spotify:track:22dUzMFttcR3uU17NcOAIv', 'track_href': 'https://api.spotify.com/v1/tracks/22dUzMFttcR3uU17NcOAIv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/22dUzMFttcR3uU17NcOAIv', 'duration_ms': 179162, 'time_signature': 4}",83,81,dance pop,179161,2023-07-28
18,For Life (feat. Nile Rodgers),Kygo,For Life (feat. Nile Rodgers),"{'danceability': 0.571, 'energy': 0.791, 'key': 1, 'loudness': -5.935, 'mode': 1, 'speechiness': 0.0741, 'acousticness': 0.0494, 'instrumentalness': 0, 'liveness': 0.0612, 'valence': 0.585, 'tempo': 122.085, 'type': 'audio_features', 'id': '4QfikoJtCEiOj7G5R9m3sP', 'uri': 'spotify:track:4QfikoJtCEiOj7G5R9m3sP', 'track_href': 'https://api.spotify.com/v1/tracks/4QfikoJtCEiOj7G5R9m3sP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4QfikoJtCEiOj7G5R9m3sP', 'duration_ms': 175803, 'time_signature': 4}",77,80,edm,175803,2024-04-19
19,Somebody (2024),Gotye,Somebody (2024),"{'danceability': 0.848, 'energy': 0.629, 'key': 0, 'loudness': -6.198, 'mode': 1, 'speechiness': 0.0424, 'acousticness': 0.016, 'instrumentalness': 0.18, 'liveness': 0.049, 'valence': 0.586, 'tempo': 130.017, 'type': 'audio_features', 'id': '0agQ9vIV7NP4dntGKLcCXO', 'uri': 'spotify:track:0agQ9vIV7NP4dntGKLcCXO', 'track_href': 'https://api.spotify.com/v1/tracks/0agQ9vIV7NP4dntGKLcCXO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0agQ9vIV7NP4dntGKLcCXO', 'duration_ms': 153519, 'time_signature': 4}",67,80,australian pop,153518,2024-02-09
20,When We Were Young (The Logical Song),David Guetta,When We Were Young (The Logical Song),"{'danceability': 0.657, 'energy': 0.914, 'key': 0, 'loudness': -4.513, 'mode': 0, 'speechiness': 0.0523, 'acousticness': 0.0526, 'instrumentalness': 6.32e-06, 'liveness': 0.109, 'valence': 0.502, 'tempo': 139.989, 'type': 'audio_features', 'id': '1CcLA0eaauck34YEIrvAAq', 'uri': 'spotify:track:1CcLA0eaauck34YEIrvAAq', 'track_href': 'https://api.spotify.com/v1/tracks/1CcLA0eaauck34YEIrvAAq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1CcLA0eaauck34YEIrvAAq', 'duration_ms': 147433, 'time_signature': 4}",85,83,big room,147432,2023-11-10
21,Pepas,Farruko,Pepas,"{'danceability': 0.762, 'energy': 0.766, 'key': 7, 'loudness': -3.955, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.00776, 'instrumentalness': 6.98e-05, 'liveness': 0.128, 'valence': 0.442, 'tempo': 130.001, 'type': 'audio_features', 'id': '5fwSHlTEWpluwOM0Sxnh5k', 'uri': 'spotify:track:5fwSHlTEWpluwOM0Sxnh5k', 'track_href': 'https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5fwSHlTEWpluwOM0Sxnh5k', 'duration_ms': 287120, 'time_signature': 4}",79,80,reggaeton,287120,2021-06-24
22,Miracle (with Ellie Goulding),Calvin Harris,Miracle (with Ellie Goulding),"{'danceability': 0.636, 'energy': 0.869, 'key': 9, 'loudness': -5.289, 'mode': 1, 'speechiness': 0.0412, 'acousticness': 0.0378, 'instrumentalness': 0.0446, 'liveness': 0.0808, 'valence': 0.306, 'tempo': 143.011, 'type': 'audio_features', 'id': '5eTaQYBE1yrActixMAeLcZ', 'uri': 'spotify:track:5eTaQYBE1yrActixMAeLcZ', 'track_href': 'https://api.spotify.com/v1/tracks/5eTaQYBE1yrActixMAeLcZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5eTaQYBE1yrActixMAeLcZ', 'duration_ms': 186496, 'time_signature': 4}",83,81,dance pop,186496,2023-03-10
23,Cynical,twocolors,Cynical,"{'danceability': 0.69, 'energy': 0.84, 'key': 11, 'loudness': -6.947, 'mode': 1, 'speechiness': 0.0573, 'acousticness': 0.0268, 'instrumentalness': 3.06e-05, 'liveness': 0.363, 'valence': 0.493, 'tempo': 129.935, 'type': 'audio_features', 'id': '2grS8y9w2vVp7sDJ3RnSx9', 'uri': 'spotify:track:2grS8y9w2vVp7sDJ3RnSx9', 'track_href': 'https://api.spotify.com/v1/tracks/2grS8y9w2vVp7sDJ3RnSx9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2grS8y9w2vVp7sDJ3RnSx9', 'duration_ms': 191365, 'time_signature': 4}",62,29,edm,191365,2023-06-30
24,Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),"{'danceability': 0.687, 'energy': 0.818, 'key': 0, 'loudness': -4.221, 'mode': 1, 'speechiness': 0.0778, 'acousticness': 0.0112, 'instrumentalness': 0, 'liveness': 0.248, 'valence': 0.886, 'tempo': 125.952, 'type': 'audio_features', 'id': '7MIhUdNJtaOnDmC5nBC1fb', 'uri': 'spotify:track:7MIhUdNJtaOnDmC5nBC1fb', 'track_href': 'https://api.spotify.com/v1/tracks/7MIhUdNJtaOnDmC5nBC1fb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7MIhUdNJtaOnDmC5nBC1fb', 'duration_ms': 165753, 'time_signature': 4}",78,81,electro house,165752,2022-06-17
25,Thunder,Gabry Ponte,Thunder,"{'danceability': 0.67, 'energy': 0.896, 'key': 1, 'loudness': -4.673, 'mode': 1, 'speechiness': 0.058, 'acousticness': 0.0342, 'instrumentalness': 3.21e-05, 'liveness': 0.344, 'valence': 0.403, 'tempo': 101.216, 'type': 'audio_features', 'id': '2USlegnFJLrVLpoVfPimKB', 'uri': 'spotify:track:2USlegnFJLrVLpoVfPimKB', 'track_href': 'https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2USlegnFJLrVLpoVfPimKB', 'duration_ms': 160000, 'time_signature': 3}",71,80,eurodance,160000,2021-05-07
26,Rasputin,Majestic,Rasputin,"{'danceability': 0.758, 'energy': 0.913, 'key': 6, 'loudness': -2.926, 'mode': 0, 'speechiness': 0.113, 'acousticness': 0.00364, 'instrumentalness': 6.92e-05, 'liveness': 0.193, 'valence': 0.658, 'tempo': 128.04, 'type': 'audio_features', 'id': '0b18g3G5spr4ZCkz7Y6Q0Q', 'uri': 'spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q', 'track_href': 'https://api.spotify.com/v1/tracks/0b18g3G5spr4ZCkz7Y6Q0Q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0b18g3G5spr4ZCkz7Y6Q0Q', 'duration_ms': 186210, 'time_signature': 4}",61,80,uk dance,186209,2021-02-26
27,Where Are You Now,Lost Frequencies,Where Are You Now,"{'danceability': 0.671, 'energy': 0.636, 'key': 6, 'loudness': -8.117, 'mode': 0, 'speechiness': 0.103, 'acousticness': 0.515, 'instrumentalness': 0.000411, 'liveness': 0.172, 'valence': 0.262, 'tempo': 120.966, 'type': 'audio_features', 'id': '3uUuGVFu1V7jTQL60S1r8z', 'uri': 'spotify:track:3uUuGVFu1V7jTQL60S1r8z', 'track_href': 'https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z', 'duration_ms': 148197, 'time_signature': 4}",75,79,belgian edm,148197,2021-07-30
28,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],"{'danceability': 0.824, 'energy': 0.862, 'key': 2, 'loudness': -3.424, 'mode': 1, 'speechiness': 0.126, 'acousticness': 0.0076, 'instrumentalness': 0.000132, 'liveness': 0.303, 'valence': 0.801, 'tempo': 122.98, 'type': 'audio_features', 'id': '4cG7HUWYHBV6R6tHn1gxrl', 'uri': 'spotify:track:4cG7HUWYHBV6R6tHn1gxrl', 'track_href': 'https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl', 'duration_ms': 169153, 'time_signature': 4}",64,79,house,169153,2021-01-15
29,Be My Lover (feat. La Bouche) - 2023 Mix,Hypaton,Be My Lover (feat. La Bouche) [2023 Mix],"{'danceability': 0.589, 'energy': 0.973, 'key': 8, 'loudness': -5.317, 'mode': 1, 'speechiness': 0.0426, 'acousticness': 0.0347, 'instrumentalness': 0.000945, 'liveness': 0.45, 'valence': 0.115, 'tempo': 126.003, 'type': 'audio_features', 'id': '2aQpISWUBToaF84DDiTeRV', 'uri': 'spotify:track:2aQpISWUBToaF84DDiTeRV', 'track_href': 'https://api.spotify.com/v1/tracks/2aQpISWUBToaF84DDiTeRV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2aQpISWUBToaF84DDiTeRV', 'duration_ms': 169524, 'time_signature': 4}",62,79,,169523,2023-04-21
30,Move Your Body,Öwnboss,Move Your Body,"{'danceability': 0.848, 'energy': 0.821, 'key': 2, 'loudness': -5.408, 'mode': 0, 'speechiness': 0.0527, 'acousticness': 0.0169, 'instrumentalness': 0.000403, 'liveness': 0.0962, 'valence': 0.249, 'tempo': 125.051, 'type': 'audio_features', 'id': '6GomT970rCOkKAyyrwJeZi', 'uri': 'spotify:track:6GomT970rCOkKAyyrwJeZi', 'track_href': 'https://api.spotify.com/v1/tracks/6GomT970rCOkKAyyrwJeZi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6GomT970rCOkKAyyrwJeZi', 'duration_ms': 157445, 'time_signature': 4}",61,79,brazilian edm,157444,2021-10-29
31,Afraid To Feel,LF SYSTEM,Afraid To Feel,"{'danceability': 0.578, 'energy': 0.912, 'key': 1, 'loudness': -3.929, 'mode': 1, 'speechiness': 0.114, 'acousticness': 0.0166, 'instrumentalness': 0.00362, 'liveness': 0.273, 'valence': 0.68, 'tempo': 127.87, 'type': 'audio_features', 'id': '40SBS57su9xLiE1WqkXOVr', 'uri': 'spotify:track:40SBS57su9xLiE1WqkXOVr', 'track_href': 'https://api.spotify.com/v1/tracks/40SBS57su9xLiE1WqkXOVr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40SBS57su9xLiE1WqkXOVr', 'duration_ms': 177525, 'time_signature': 4}",59,78,uk dance,177524,2022-05-02
32,Rock My Body,R3HAB,Rock My Body (with INNA & Sash!),"{'danceability': 0.662, 'energy': 0.821, 'key': 2, 'loudness': -4.103, 'mode': 0, 'speechiness': 0.13, 'acousticness': 0.202, 'instrumentalness': 0, 'liveness': 0.522, 'valence': 0.47, 'tempo': 124.077, 'type': 'audio_features', 'id': '6pb5DtlAeG95dNQLHiArRU', 'uri': 'spotify:track:6pb5DtlAeG95dNQLHiArRU', 'track_href': 'https://api.spotify.com/v1/tracks/6pb5DtlAeG95dNQLHiArRU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6pb5DtlAeG95dNQLHiArRU', 'duration_ms': 137419, 'time_signature': 4}",72,78,dutch house,137419,2023-04-28
33,El Merengue,Marshmello,El Merengue,"{'danceability': 0.778, 'energy': 0.772, 'key': 8, 'loudness': -3.079, 'mode': 0, 'speechiness': 0.0556, 'acousticness': 0.0929, 'instrumentalness': 0.000552, 'liveness': 0.0883, 'valence': 0.661, 'tempo': 123.982, 'type': 'audio_features', 'id': '51FvjPEGKq2zByeeEQ43V9', 'uri': 'spotify:track:51FvjPEGKq2zByeeEQ43V9', 'track_href': 'https://api.spotify.com/v1/tracks/51FvjPEGKq2zByeeEQ43V9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/51FvjPEGKq2zByeeEQ43V9', 'duration_ms': 189669, 'time_signature': 4}",80,78,brostep,189668,2023-03-03
34,adore u,Fred again..,adore u,"{'danceability': 0.747, 'energy': 0.867, 'key': 0, 'loudness': -7.311, 'mode': 1, 'speechiness': 0.088, 'acousticness': 0.582, 'instrumentalness': 0.00413, 'liveness': 0.114, 'valence': 0.684, 'tempo': 124.015, 'type': 'audio_features', 'id': '3YgtkOxZsTuaZdL8McA1FQ', 'uri': 'spotify:track:3YgtkOxZsTuaZdL8McA1FQ', 'track_href': 'https://api.spotify.com/v1/tracks/3YgtkOxZsTuaZdL8McA1FQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3YgtkOxZsTuaZdL8McA1FQ', 'duration_ms': 220653, 'time_signature': 4}",75,78,edm,220653,2023-08-11
35,Saving Up,Dom Dolla,Saving Up,"{'danceability': 0.747, 'energy': 0.822, 'key': 3, 'loudness': -6.373, 'mode': 0, 'speechiness': 0.0721, 'acousticness': 0.00353, 'instrumentalness': 0.132, 'liveness': 0.165, 'valence': 0.578, 'tempo': 129.994, 'type': 'audio_features', 'id': '787Y2idwCU2Rk60Prv4wpr', 'uri': 'spotify:track:787Y2idwCU2Rk60Prv4wpr', 'track_href': 'https://api.spotify.com/v1/tracks/787Y2idwCU2Rk60Prv4wpr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/787Y2idwCU2Rk60Prv4wpr', 'duration_ms': 207514, 'time_signature': 4}",66,78,australian house,207514,2023-10-06
36,The Motto,Tiësto,The Motto,"{'danceability': 0.754, 'energy': 0.763, 'key': 7, 'loudness': -4.627, 'mode': 0, 'speechiness': 0.0435, 'acousticness': 0.0301, 'instrumentalness': 2.23e-05, 'liveness': 0.0901, 'valence': 0.464, 'tempo': 117.953, 'type': 'audio_features', 'id': '18asYwWugKjjsihZ0YvRxO', 'uri': 'spotify:track:18asYwWugKjjsihZ0YvRxO', 'track_href': 'https://api.spotify.com/v1/tracks/18asYwWugKjjsihZ0YvRxO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/18asYwWugKjjsihZ0YvRxO', 'duration_ms': 164819, 'time_signature': 4}",82,77,big room,164818,2021-11-04
37,Where You Are,John Summit,Where You Are,"{'danceability': 0.567, 'energy': 0.83, 'key': 9, 'loudness': -6.402, 'mode': 0, 'speechiness': 0.0349, 'acousticness': 0.00879, 'instrumentalness': 0.0105, 'liveness': 0.529, 'valence': 0.0726, 'tempo': 126.04, 'type': 'audio_features', 'id': '4qDpLaFGf5ampf2DXD2TMA', 'uri': 'spotify:track:4qDpLaFGf5ampf2DXD2TMA', 'track_href': 'https://api.spotify.com/v1/tracks/4qDpLaFGf5ampf2DXD2TMA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4qDpLaFGf5ampf2DXD2TMA', 'duration_ms': 236000, 'time_signature': 4}",68,77,house,236000,2023-03-03
