,track,artist,album,other,artist pop,track pop,track genre,duration,release date
10,Grenade,Bruno Mars,Doo-Wops & Hooligans,"{'danceability': 0.704, 'energy': 0.558, 'key': 2, 'loudness': -7.273, 'mode': 0, 'speechiness': 0.0542, 'acousticness': 0.148, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.245, 'tempo': 110.444, 'type': 'audio_features', 'id': '4lLtanYk6tkMvooU0tWzG8', 'uri': 'spotify:track:4lLtanYk6tkMvooU0tWzG8', 'track_href': 'https://api.spotify.com/v1/tracks/4lLtanYk6tkMvooU0tWzG8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4lLtanYk6tkMvooU0tWzG8', 'duration_ms': 222091, 'time_signature': 4}",85,81,dance pop,222091,2010-10-05
11,Stay With Me,Sam Smith,In The Lonely Hour (Deluxe Edition),"{'danceability': 0.5, 'energy': 0.418, 'key': 0, 'loudness': -6.535, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.566, 'instrumentalness': 0.000193, 'liveness': 0.11, 'valence': 0.176, 'tempo': 84.899, 'type': 'audio_features', 'id': '7IHOIqZUUInxjVkko181PB', 'uri': 'spotify:track:7IHOIqZUUInxjVkko181PB', 'track_href': 'https://api.spotify.com/v1/tracks/7IHOIqZUUInxjVkko181PB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7IHOIqZUUInxjVkko181PB', 'duration_ms': 172724, 'time_signature': 4}",80,0,pop,172723,2014-01-01
12,Rise,Jonas Blue,Rise,"{'danceability': 0.69, 'energy': 0.784, 'key': 1, 'loudness': -4.653, 'mode': 1, 'speechiness': 0.032, 'acousticness': 0.323, 'instrumentalness': 0, 'liveness': 0.203, 'valence': 0.669, 'tempo': 106.066, 'type': 'audio_features', 'id': '3u1S1OmAUhx5DRlLrXqyp3', 'uri': 'spotify:track:3u1S1OmAUhx5DRlLrXqyp3', 'track_href': 'https://api.spotify.com/v1/tracks/3u1S1OmAUhx5DRlLrXqyp3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3u1S1OmAUhx5DRlLrXqyp3', 'duration_ms': 194408, 'time_signature': 4}",70,62,pop,194407,2018-05-25
13,Sweet but Psycho,Ava Max,Sweet but Psycho,"{'danceability': 0.719, 'energy': 0.704, 'key': 1, 'loudness': -4.724, 'mode': 1, 'speechiness': 0.0476, 'acousticness': 0.0691, 'instrumentalness': 0, 'liveness': 0.166, 'valence': 0.628, 'tempo': 133.002, 'type': 'audio_features', 'id': '25sgk305KZfyuqVBQIahim', 'uri': 'spotify:track:25sgk305KZfyuqVBQIahim', 'track_href': 'https://api.spotify.com/v1/tracks/25sgk305KZfyuqVBQIahim', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/25sgk305KZfyuqVBQIahim', 'duration_ms': 187436, 'time_signature': 4}",77,1,pop,187436,2018-08-17
14,Cheap Thrills (feat. Sean Paul),Sia,Cheap Thrills (feat. Sean Paul),"{'danceability': 0.592, 'energy': 0.8, 'key': 6, 'loudness': -4.931, 'mode': 0, 'speechiness': 0.215, 'acousticness': 0.0561, 'instrumentalness': 2.01e-06, 'liveness': 0.0775, 'valence': 0.728, 'tempo': 89.972, 'type': 'audio_features', 'id': '6b3b7lILUJqXcp6w9wNQSm', 'uri': 'spotify:track:6b3b7lILUJqXcp6w9wNQSm', 'track_href': 'https://api.spotify.com/v1/tracks/6b3b7lILUJqXcp6w9wNQSm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6b3b7lILUJqXcp6w9wNQSm', 'duration_ms': 224813, 'time_signature': 4}",81,67,australian dance,224813,2016-02-11
15,What About Us,P!nk,Beautiful Trauma,"{'danceability': 0.491, 'energy': 0.588, 'key': 1, 'loudness': -6.177, 'mode': 1, 'speechiness': 0.0506, 'acousticness': 0.0281, 'instrumentalness': 2.01e-06, 'liveness': 0.0906, 'valence': 0.193, 'tempo': 113.608, 'type': 'audio_features', 'id': '0Qh38w01QRXK6KHIv0e3hb', 'uri': 'spotify:track:0Qh38w01QRXK6KHIv0e3hb', 'track_href': 'https://api.spotify.com/v1/tracks/0Qh38w01QRXK6KHIv0e3hb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Qh38w01QRXK6KHIv0e3hb', 'duration_ms': 269600, 'time_signature': 4}",77,76,dance pop,269600,2017-10-13
16,Secret Love Song (feat. Jason Derulo),Little Mix,Get Weird (Deluxe),"{'danceability': 0.539, 'energy': 0.643, 'key': 9, 'loudness': -3.982, 'mode': 1, 'speechiness': 0.0479, 'acousticness': 0.256, 'instrumentalness': 0, 'liveness': 0.29, 'valence': 0.136, 'tempo': 92.962, 'type': 'audio_features', 'id': '4JIo8RztBbELr2gWJ5OGK6', 'uri': 'spotify:track:4JIo8RztBbELr2gWJ5OGK6', 'track_href': 'https://api.spotify.com/v1/tracks/4JIo8RztBbELr2gWJ5OGK6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4JIo8RztBbELr2gWJ5OGK6', 'duration_ms': 249813, 'time_signature': 4}",70,0,girl group,249813,2015-11-06
17,Halo,Beyoncé,I AM...SASHA FIERCE,"{'danceability': 0.508, 'energy': 0.72, 'key': 11, 'loudness': -5.908, 'mode': 0, 'speechiness': 0.0628, 'acousticness': 0.272, 'instrumentalness': 0, 'liveness': 0.0563, 'valence': 0.472, 'tempo': 79.983, 'type': 'audio_features', 'id': '4JehYebiI9JE8sR8MisGVb', 'uri': 'spotify:track:4JehYebiI9JE8sR8MisGVb', 'track_href': 'https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4JehYebiI9JE8sR8MisGVb', 'duration_ms': 261640, 'time_signature': 4}",87,74,pop,261640,2008-11-17
18,Happier,Marshmello,Happier,"{'danceability': 0.687, 'energy': 0.792, 'key': 5, 'loudness': -2.749, 'mode': 1, 'speechiness': 0.0452, 'acousticness': 0.191, 'instrumentalness': 0, 'liveness': 0.167, 'valence': 0.671, 'tempo': 100.011, 'type': 'audio_features', 'id': '2dpaYNEQHiRxtZbfNsse99', 'uri': 'spotify:track:2dpaYNEQHiRxtZbfNsse99', 'track_href': 'https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99', 'duration_ms': 214290, 'time_signature': 4}",80,19,brostep,214289,2018-08-17
19,Fast Car,Jonas Blue,Fast Car,"{'danceability': 0.459, 'energy': 0.587, 'key': 9, 'loudness': -6.983, 'mode': 1, 'speechiness': 0.0785, 'acousticness': 0.453, 'instrumentalness': 0, 'liveness': 0.307, 'valence': 0.581, 'tempo': 113.901, 'type': 'audio_features', 'id': '6OZh916QF8XNunWaP97WEZ', 'uri': 'spotify:track:6OZh916QF8XNunWaP97WEZ', 'track_href': 'https://api.spotify.com/v1/tracks/6OZh916QF8XNunWaP97WEZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6OZh916QF8XNunWaP97WEZ', 'duration_ms': 212424, 'time_signature': 4}",70,0,pop,212424,2015-12-04
20,Take Me Home,Jess Glynne,I Cry When I Laugh,"{'danceability': 0.558, 'energy': 0.451, 'key': 9, 'loudness': -6.163, 'mode': 1, 'speechiness': 0.0388, 'acousticness': 0.292, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.238, 'tempo': 150.008, 'type': 'audio_features', 'id': '76eBb8heDKtUg68WiKX9j1', 'uri': 'spotify:track:76eBb8heDKtUg68WiKX9j1', 'track_href': 'https://api.spotify.com/v1/tracks/76eBb8heDKtUg68WiKX9j1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/76eBb8heDKtUg68WiKX9j1', 'duration_ms': 265382, 'time_signature': 4}",70,59,dance pop,265381,2015
21,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","{'danceability': 0.666, 'energy': 0.83, 'key': 0, 'loudness': -5.715, 'mode': 1, 'speechiness': 0.0751, 'acousticness': 0.0123, 'instrumentalness': 0, 'liveness': 0.191, 'valence': 0.702, 'tempo': 113.03, 'type': 'audio_features', 'id': '6JV2JOEocMgcZxYSZelKcc', 'uri': 'spotify:track:6JV2JOEocMgcZxYSZelKcc', 'track_href': 'https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc', 'duration_ms': 236002, 'time_signature': 4}",79,79,dance pop,236001,2016-05-06
22,Sorry Not Sorry,Demi Lovato,Sorry Not Sorry,"{'danceability': 0.701, 'energy': 0.638, 'key': 11, 'loudness': -6.889, 'mode': 0, 'speechiness': 0.238, 'acousticness': 0.0252, 'instrumentalness': 0, 'liveness': 0.256, 'valence': 0.868, 'tempo': 144.084, 'type': 'audio_features', 'id': '25C5CowdsfXld2jJanbiex', 'uri': 'spotify:track:25C5CowdsfXld2jJanbiex', 'track_href': 'https://api.spotify.com/v1/tracks/25C5CowdsfXld2jJanbiex', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/25C5CowdsfXld2jJanbiex', 'duration_ms': 203760, 'time_signature': 4}",74,0,pop,203760,2017-07-11
23,Heartbeat Song,Kelly Clarkson,Heartbeat Song,"{'danceability': 0.5, 'energy': 0.791, 'key': 6, 'loudness': -3.711, 'mode': 1, 'speechiness': 0.0505, 'acousticness': 0.012, 'instrumentalness': 0, 'liveness': 0.0645, 'valence': 0.444, 'tempo': 149.093, 'type': 'audio_features', 'id': '53b7YqVw2Vc1oRrYeOm7z7', 'uri': 'spotify:track:53b7YqVw2Vc1oRrYeOm7z7', 'track_href': 'https://api.spotify.com/v1/tracks/53b7YqVw2Vc1oRrYeOm7z7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/53b7YqVw2Vc1oRrYeOm7z7', 'duration_ms': 198693, 'time_signature': 4}",70,0,dance pop,198693,2015-01-12
24,Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),"{'danceability': 0.799, 'energy': 0.586, 'key': 11, 'loudness': -6.735, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.162, 'instrumentalness': 2.03e-06, 'liveness': 0.193, 'valence': 0.549, 'tempo': 120.97, 'type': 'audio_features', 'id': '3s4U7OHV7gnj42VV72eSZ6', 'uri': 'spotify:track:3s4U7OHV7gnj42VV72eSZ6', 'track_href': 'https://api.spotify.com/v1/tracks/3s4U7OHV7gnj42VV72eSZ6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3s4U7OHV7gnj42VV72eSZ6', 'duration_ms': 227833, 'time_signature': 4}",71,74,pop,227833,2014-01-17
25,Chandelier,Sia,Chandelier,"{'danceability': 0.286, 'energy': 0.784, 'key': 1, 'loudness': -2.873, 'mode': 1, 'speechiness': 0.0749, 'acousticness': 0.0163, 'instrumentalness': 6.48e-05, 'liveness': 0.0713, 'valence': 0.618, 'tempo': 173.793, 'type': 'audio_features', 'id': '3D4QFgYa3P9P0gjmv4eX6I', 'uri': 'spotify:track:3D4QFgYa3P9P0gjmv4eX6I', 'track_href': 'https://api.spotify.com/v1/tracks/3D4QFgYa3P9P0gjmv4eX6I', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3D4QFgYa3P9P0gjmv4eX6I', 'duration_ms': 216120, 'time_signature': 4}",81,46,australian dance,216120,2014-03-17
26,Lean On (feat. MØ & DJ Snake),Major Lazer,Lean On (feat. MØ & DJ Snake),"{'danceability': 0.723, 'energy': 0.809, 'key': 7, 'loudness': -3.081, 'mode': 0, 'speechiness': 0.0625, 'acousticness': 0.00346, 'instrumentalness': 0.00123, 'liveness': 0.565, 'valence': 0.274, 'tempo': 98.007, 'type': 'audio_features', 'id': '0BF6mdNROWgYo3O3mNGrBc', 'uri': 'spotify:track:0BF6mdNROWgYo3O3mNGrBc', 'track_href': 'https://api.spotify.com/v1/tracks/0BF6mdNROWgYo3O3mNGrBc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0BF6mdNROWgYo3O3mNGrBc', 'duration_ms': 176561, 'time_signature': 4}",73,0,dance pop,176561,2015-03-02
27,Starships,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),"{'danceability': 0.747, 'energy': 0.716, 'key': 11, 'loudness': -2.457, 'mode': 0, 'speechiness': 0.0751, 'acousticness': 0.135, 'instrumentalness': 0, 'liveness': 0.251, 'valence': 0.751, 'tempo': 125.006, 'type': 'audio_features', 'id': '59RSrxkSKSixEWBAIvE5Wa', 'uri': 'spotify:track:59RSrxkSKSixEWBAIvE5Wa', 'track_href': 'https://api.spotify.com/v1/tracks/59RSrxkSKSixEWBAIvE5Wa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/59RSrxkSKSixEWBAIvE5Wa', 'duration_ms': 210627, 'time_signature': 4}",83,60,hip pop,210626,2012-01-01
28,We Found Love,Rihanna,We Found Love,"{'danceability': 0.744, 'energy': 0.741, 'key': 1, 'loudness': -4.981, 'mode': 1, 'speechiness': 0.0572, 'acousticness': 0.0271, 'instrumentalness': 0.00256, 'liveness': 0.0928, 'valence': 0.562, 'tempo': 128.023, 'type': 'audio_features', 'id': '1bLG2x4ePXBr6TXFBOmXRk', 'uri': 'spotify:track:1bLG2x4ePXBr6TXFBOmXRk', 'track_href': 'https://api.spotify.com/v1/tracks/1bLG2x4ePXBr6TXFBOmXRk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1bLG2x4ePXBr6TXFBOmXRk', 'duration_ms': 215760, 'time_signature': 4}",87,0,barbadian pop,215760,2011-01-01
29,Pompeii,Bastille,Bad Blood,"{'danceability': 0.679, 'energy': 0.715, 'key': 9, 'loudness': -6.383, 'mode': 1, 'speechiness': 0.0407, 'acousticness': 0.0755, 'instrumentalness': 0, 'liveness': 0.271, 'valence': 0.571, 'tempo': 127.435, 'type': 'audio_features', 'id': '6fNhZRFEkBfgW39W3wKARJ', 'uri': 'spotify:track:6fNhZRFEkBfgW39W3wKARJ', 'track_href': 'https://api.spotify.com/v1/tracks/6fNhZRFEkBfgW39W3wKARJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6fNhZRFEkBfgW39W3wKARJ', 'duration_ms': 214148, 'time_signature': 4}",72,77,metropopolis,214147,2013-01-01
30,Firework,Katy Perry,Teenage Dream: The Complete Confection,"{'danceability': 0.639, 'energy': 0.826, 'key': 8, 'loudness': -4.968, 'mode': 1, 'speechiness': 0.0479, 'acousticness': 0.139, 'instrumentalness': 0, 'liveness': 0.0803, 'valence': 0.648, 'tempo': 124.075, 'type': 'audio_features', 'id': '4lCv7b86sLynZbXhfScfm2', 'uri': 'spotify:track:4lCv7b86sLynZbXhfScfm2', 'track_href': 'https://api.spotify.com/v1/tracks/4lCv7b86sLynZbXhfScfm2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4lCv7b86sLynZbXhfScfm2', 'duration_ms': 227880, 'time_signature': 4}",81,70,pop,227880,2012-03-12
31,Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)","{'danceability': 0.778, 'energy': 0.824, 'key': 10, 'loudness': -5.892, 'mode': 0, 'speechiness': 0.0707, 'acousticness': 0.284, 'instrumentalness': 0, 'liveness': 0.405, 'valence': 0.758, 'tempo': 100.024, 'type': 'audio_features', 'id': '3ZFTkvIE7kyPt6Nu3PEa7V', 'uri': 'spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V', 'track_href': 'https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V', 'duration_ms': 218093, 'time_signature': 4}",83,86,colombian pop,218093,2005-11-28
32,Run the World (Girls),Beyoncé,4,"{'danceability': 0.732, 'energy': 0.899, 'key': 0, 'loudness': -4.237, 'mode': 1, 'speechiness': 0.143, 'acousticness': 0.00496, 'instrumentalness': 4.64e-05, 'liveness': 0.372, 'valence': 0.759, 'tempo': 127.091, 'type': 'audio_features', 'id': '1uXbwHHfgsXcUKfSZw5ZJ0', 'uri': 'spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0', 'track_href': 'https://api.spotify.com/v1/tracks/1uXbwHHfgsXcUKfSZw5ZJ0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1uXbwHHfgsXcUKfSZw5ZJ0', 'duration_ms': 236093, 'time_signature': 4}",87,72,pop,236093,2011-06-24
33,7 Years,Lukas Graham,Lukas Graham (Blue Album),"{'danceability': 0.742, 'energy': 0.479, 'key': 10, 'loudness': -5.83, 'mode': 1, 'speechiness': 0.0551, 'acousticness': 0.29, 'instrumentalness': 0, 'liveness': 0.391, 'valence': 0.346, 'tempo': 119.951, 'type': 'audio_features', 'id': '7129iqBafaphfc3WPCGC0L', 'uri': 'spotify:track:7129iqBafaphfc3WPCGC0L', 'track_href': 'https://api.spotify.com/v1/tracks/7129iqBafaphfc3WPCGC0L', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7129iqBafaphfc3WPCGC0L', 'duration_ms': 237300, 'time_signature': 4}",67,52,danish pop,237300,2015-06-16
34,Where Is The Love?,Black Eyed Peas,Elephunk (International Version),"{'danceability': 0.835, 'energy': 0.687, 'key': 5, 'loudness': -3.18, 'mode': 1, 'speechiness': 0.184, 'acousticness': 0.101, 'instrumentalness': 0, 'liveness': 0.132, 'valence': 0.828, 'tempo': 94.059, 'type': 'audio_features', 'id': '0uqPG793dkDDN7sCUJJIVC', 'uri': 'spotify:track:0uqPG793dkDDN7sCUJJIVC', 'track_href': 'https://api.spotify.com/v1/tracks/0uqPG793dkDDN7sCUJJIVC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0uqPG793dkDDN7sCUJJIVC', 'duration_ms': 272533, 'time_signature': 4}",76,0,dance pop,272533,2003-01-01
35,Walks Like Rihanna,The Wanted,Word Of Mouth (Deluxe),"{'danceability': 0.559, 'energy': 0.82, 'key': 5, 'loudness': -3.381, 'mode': 1, 'speechiness': 0.0591, 'acousticness': 0.00606, 'instrumentalness': 0, 'liveness': 0.0958, 'valence': 0.428, 'tempo': 126.091, 'type': 'audio_features', 'id': '4i1yHB5Q9PhtWlWCplG3u5', 'uri': 'spotify:track:4i1yHB5Q9PhtWlWCplG3u5', 'track_href': 'https://api.spotify.com/v1/tracks/4i1yHB5Q9PhtWlWCplG3u5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4i1yHB5Q9PhtWlWCplG3u5', 'duration_ms': 202151, 'time_signature': 4}",60,55,boy band,202150,2013-01-01
36,Let Her Go,Passenger,All The Little Lights,"{'danceability': 0.509, 'energy': 0.538, 'key': 7, 'loudness': -7.335, 'mode': 1, 'speechiness': 0.0572, 'acousticness': 0.385, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.244, 'tempo': 75.089, 'type': 'audio_features', 'id': '7DFNE7NO0raLIUbgzY2rzm', 'uri': 'spotify:track:7DFNE7NO0raLIUbgzY2rzm', 'track_href': 'https://api.spotify.com/v1/tracks/7DFNE7NO0raLIUbgzY2rzm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7DFNE7NO0raLIUbgzY2rzm', 'duration_ms': 252867, 'time_signature': 4}",67,15,folk-pop,252866,2012-11-05
37,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","{'danceability': 0.653, 'energy': 0.809, 'key': 0, 'loudness': -4.057, 'mode': 1, 'speechiness': 0.0474, 'acousticness': 0.194, 'instrumentalness': 0, 'liveness': 0.165, 'valence': 0.55, 'tempo': 92.213, 'type': 'audio_features', 'id': '5CLGzJsGqhCEECcpnFQA8x', 'uri': 'spotify:track:5CLGzJsGqhCEECcpnFQA8x', 'track_href': 'https://api.spotify.com/v1/tracks/5CLGzJsGqhCEECcpnFQA8x', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5CLGzJsGqhCEECcpnFQA8x', 'duration_ms': 210773, 'time_signature': 4}",69,71,pop dance,210772,2018-01-19
