,Unnamed: 0,track,artist,album,artist pop,track pop,track genre,duration,release date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
92,92,You Shook Me All Night Long,AC/DC,Back In Black,79,85,australian rock,210173,1980-07-25,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361
93,93,Strange Again,The Vices,Strange Again,34,10,dutch indie,175293,2022-01-04,0.437,0.882,-5.374,0.048,9.82e-05,0.0387,0.366,0.721,154.995
94,94,Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),79,81,alternative rock,255373,1999-06-08,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229
95,95,Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,68,79,album rock,303373,1977,0.388,0.338,-10.054,0.0329,0.652,3.73e-06,0.248,0.478,177.765
96,96,Spent / Burnt,Future Mondays,Future Mondays,12,23,,210438,2023-11-10,0.495,0.754,-7.454,0.0341,0.000974,0.0126,0.0938,0.581,129.034
97,97,Go Your Own Way - 2004 Remaster,Fleetwood Mac,Rumours,78,79,album rock,223613,1977-02-04,0.583,0.947,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448
98,98,House of the Rising Sun,The Animals,The Singles Plus,62,75,album rock,269906,1987-10-19,0.316,0.484,-9.11,0.0308,0.000334,0.00445,0.0912,0.299,117.363
99,99,Kryptonite,3 Doors Down,The Better Life,67,81,alternative metal,233933,2000,0.545,0.865,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.005
0,0,T.N.T.,AC/DC,High Voltage,79,80,australian rock,214666,1976-05-14,0.754,0.759,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366
1,1,Rock And Roll All Nite,KISS,1975 - Best of,68,30,glam rock,175853,2023-04-20,0.54,0.926,-6.205,0.162,0.0191,0,0.651,0.686,144.8
2,2,Fat Bottomed Girls - Remastered 2011,Queen,Greatest Hits (Remastered),81,49,classic rock,202440,1981-10-26,0.421,0.671,-7.666,0.0482,0.0581,0,0.361,0.557,88.176
3,3,Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,76,82,glam metal,273480,1987-07-21,0.454,0.987,-4.485,0.0881,0.0195,0.279,0.268,0.316,123.61
4,4,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Pop Blockbusters 8,76,29,album rock,222986,2023-03-07,0.732,0.83,-8.552,0.0527,0.000352,0.123,0.227,0.858,135.544
5,5,Another One Bites The Dust,Queen,Bohemian Rhapsody (The Original Soundtrack),81,61,classic rock,214640,2018-10-19,0.929,0.526,-6.486,0.161,0.0969,0.263,0.153,0.753,109.96
6,6,Detroit Rock City,KISS,"Smashes, Thrashes And Hits",68,50,glam rock,227466,1988-11-15,0.486,0.847,-10.982,0.0965,0.00964,0.000283,0.15,0.337,90.421
7,7,Under Pressure,Queen,Bohemian Rhapsody (The Original Soundtrack),81,61,classic rock,244484,2018-10-19,0.671,0.698,-7.831,0.0466,0.395,0,0.094,0.464,113.732
8,8,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,76,86,glam metal,356066,1987-07-21,0.445,0.952,-5.321,0.0522,0.09,0.0843,0.112,0.624,125.304
9,9,Fast Car,Gutter Grinders,Laneside Jams,47,57,,152318,2023-08-14,0.827,0.336,-11.86,0.0312,0.594,0,0.126,0.554,100.002
10,10,We Will Rock You - Remastered 2011,Queen,The Best Songs Of All Time,81,29,classic rock,122066,2023-08-31,0.693,0.498,-7.316,0.118,0.676,0,0.259,0.476,81.308
11,11,"Paint It, Black",The Rolling Stones,Aftermath,76,84,album rock,202266,1966-04-15,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691
12,12,Under The Bridge,Jet Fuel & Ginger Ales,Above the Noise,46,58,,273672,2023-05-19,0.449,0.47,-10.584,0.0284,0.00321,0,0.298,0.541,84.407
13,13,Somebody To Love,Queen,Bohemian Rhapsody (The Original Soundtrack),81,63,classic rock,295733,2018-10-19,0.465,0.704,-6.975,0.0653,0.164,0,0.127,0.366,109.772
14,14,Highway to Hell,AC/DC,Highway to Hell,79,87,australian rock,208400,1979-07-27,0.574,0.913,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728
15,15,Creep,The Grunge Growlers,Flannels & Flow,43,56,,151250,2023-06-29,0.691,0.683,-7.221,0.0238,0.0144,0.0243,0.202,0.261,92.001
16,16,We Are The Champions - Remastered 2011,Queen,Greatest Hits (Remastered),81,47,classic rock,186920,1981-10-26,0.469,0.485,-6.913,0.0295,0.405,0,0.108,0.178,94.636
17,17,Knockin' On Heaven's Door,Guns N' Roses,Use Your Illusion II,76,79,glam metal,336000,1991-09-18,0.496,0.739,-7.193,0.0416,0.0209,0.00451,0.106,0.377,132.411
18,18,Linger,Jet Fuel & Ginger Ales,Above the Noise,46,55,,271578,2023-05-19,0.298,0.592,-9.051,0.0308,0.0178,2.03e-06,0.26,0.165,189.94
19,19,Killer Queen,Queen,Bohemian Rhapsody (The Original Soundtrack),81,65,classic rock,179355,2018-10-19,0.526,0.64,-6.374,0.0472,0.365,1.22e-06,0.0958,0.622,117.132
20,20,Dream On,Aerosmith,Aerosmith,72,83,album rock,267596,1973-01-05,0.392,0.476,-7.583,0.0249,0.397,0.000163,0.309,0.234,78.031
21,21,Use Somebody,Gutter Grinders,Back to the Lanes,47,58,,128000,2024-02-17,0.608,0.541,-9.043,0.0314,0.00431,2.84e-05,0.0969,0.212,134.959
22,22,Gimme Shelter,The Rolling Stones,Let It Bleed,76,76,album rock,270773,1969-12-05,0.634,0.63,-8.277,0.031,0.447,0.039,0.17,0.489,118.628
23,23,School's Out,Alice Cooper,School's Out,59,67,album rock,210106,1972,0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364
24,24,Days Like This,The Tano Jones Revelry,Spinning North,39,51,,238207,2024-02-16,0.597,0.766,-7.59,0.0331,0.356,0.000756,0.104,0.791,119.99
25,25,Back In Black,AC/DC,Back In Black,79,84,australian rock,255493,1980-07-25,0.31,0.7,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386
26,26,You Shook Me All Night Long,AC/DC,Back In Black,79,85,australian rock,210173,1980-07-25,0.532,0.767,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361
27,27,1979,Gutter Grinders,Laneside Jams,47,51,,131904,2023-08-14,0.628,0.719,-9.858,0.0273,0.0687,2.34e-05,0.206,0.879,126.994
28,28,Free Ride,The Edgar Winter Group,They Only Come Out At Night,40,46,album rock,187173,1972-05-09,0.674,0.686,-11.927,0.0597,0.29,0.00322,0.189,0.814,124.204
29,29,Thunderstruck,AC/DC,The Razors Edge,79,86,australian rock,292880,1990-09-24,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52
30,30,Sharp Dressed Man,Jet Fuel & Ginger Ales,Above the Noise,46,49,,243299,2023-05-19,0.766,0.589,-7.621,0.0293,0.00142,0.000791,0.112,0.449,124.988
31,31,Walk This Way,Aerosmith,Toys In The Attic,72,75,album rock,220310,1975-04-08,0.653,0.73,-10.613,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709
32,32,Hurricane,Bob Dylan,Desire,68,66,classic rock,512732,1976-01-16,0.509,0.827,-7.715,0.0782,0.0409,0,0.12,0.743,135.601
33,33,Tennessee Whiskey,Saltwater Saddles,Cowboy By The Sea,42,57,,284297,2023-05-19,0.599,0.448,-8.658,0.0261,0.187,7.52e-06,0.202,0.46,150.798
34,34,Paradise City,Guns N' Roses,Appetite For Destruction,76,81,glam metal,405600,1987-07-21,0.268,0.98,-5.959,0.101,0.019,0.00692,0.182,0.39,100.316
35,35,Sweet Emotion,Aerosmith,Toys In The Attic,72,74,album rock,274088,1975-04-08,0.379,0.76,-10.961,0.0378,0.00298,0.0296,0.104,0.491,99.436
36,36,Daisy,The Tano Jones Revelry,Spinning North,39,52,,235519,2024-02-16,0.633,0.738,-6.201,0.0423,0.142,0.000101,0.11,0.742,95.983
37,37,Tuesday's Gone,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,69,65,album rock,450226,1973-01-01,0.234,0.615,-8.636,0.0295,0.0778,5.67e-06,0.0602,0.41,145.593
38,38,Love Hurts,Nazareth,Hair Of The Dog (Live),56,47,album rock,254733,2007-06-12,0.334,0.402,-12.091,0.0274,0.00115,0.17,0.574,0.157,69.757
39,39,Listen to the Music,Gutter Grinders,Laneside Jams,47,49,,150836,2023-08-14,0.68,0.633,-9.514,0.0266,0.145,0,0.102,0.8,103.921
40,40,Up Around The Bend,Creedence Clearwater Revival,Cosmo's Factory (Expanded Edition),78,64,album rock,161466,1970-07-25,0.589,0.85,-6.143,0.0343,0.0606,0.779,0.274,0.813,130.318
41,41,Paranoid (2012 - Remaster),Black Sabbath,Paranoid,70,62,album rock,166693,1970-09-18,0.415,0.647,-12.021,0.0696,4.14e-05,0.000847,0.208,0.409,163.047
42,42,So Good,Hot for Crime,Hot For Crime,36,53,,151649,2023-04-28,0.537,0.957,-2.129,0.0995,4.61e-05,5.88e-06,0.33,0.62,134.964
43,43,Slow Ride (Edit),Foghat,Road Fever: The Complete Bearsville Recordings 1972-1975,48,54,album rock,232533,2023-05-12,0.494,0.586,-13.909,0.0461,0.0201,0.00104,0.102,0.651,113.618
44,44,Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),78,86,album rock,140773,1969-11-02,0.64,0.663,-7.516,0.0374,0.201,0.00806,0.152,0.663,132.77
45,45,Sex on Fire,Distorted Resonance,Echoes of Ink,44,57,,140176,2023-08-12,0.587,0.817,-7.762,0.0312,0.0142,0.000132,0.278,0.339,153.016
46,46,Have You Ever Seen The Rain,Creedence Clearwater Revival,The Best Golden Oldies Album In The World...Ever!,78,23,album rock,160133,2023-06-09,0.741,0.697,-7.03,0.0277,0.0665,2.35e-05,0.133,0.774,116.109
47,47,Jump,Van Halen,Best of Volume 1,68,62,album rock,239560,1996-09-24,0.542,0.822,-7.201,0.0291,0.0745,0.00947,0.0645,0.772,130.011
48,48,Carry On Wayward Son,Jet Fuel & Ginger Ales,Above the Noise,46,51,,325402,2023-05-19,0.719,0.727,-6.254,0.0297,0.003,0.000123,0.196,0.751,123.969
49,49,Carry on Wayward Son,Kansas,Leftoverture (Expanded Edition),64,76,album rock,323000,1976,0.482,0.786,-5.735,0.032,0.00321,8.88e-05,0.446,0.793,126.755
50,50,More Than a Feeling,Boston,Rock Clássico,63,9,album rock,282960,2019-03-29,0.404,0.554,-12.26,0.0278,0.00539,4.79e-05,0.0434,0.385,108.813
51,51,Smells Like Teen Spirit,The Grunge Growlers,Flannels & Flow,43,44,,152020,2023-06-29,0.635,0.907,-4.421,0.0498,0.000429,3.66e-05,0.266,0.646,115.052
52,52,Sweet Home Alabama,Lynyrd Skynyrd,Study Rock,69,22,album rock,285373,2020-09-25,0.614,0.724,-7.521,0.0247,0.217,0.000256,0.146,0.902,97.863
53,53,Cum on Feel the Noize,Quiet Riot,Metal Health,54,70,album rock,290960,1983,0.409,0.92,-5.439,0.12,0.00719,0.00105,0.0823,0.37,145.085
54,54,There She Goes,Jet Fuel & Ginger Ales,Turbulence,46,49,,155134,2024-02-17,0.621,0.541,-9.426,0.0314,0.000366,0,0.0692,0.608,119.978
55,55,Hotel California - 2013 Remaster,Eagles,Hotel California (2013 Remaster),72,84,album rock,391376,1976-12-08,0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125
56,56,Hells Bells,AC/DC,Who Made Who,79,51,australian rock,312893,1986-05-24,0.392,0.887,-4.733,0.0463,0.00562,0.00821,0.141,0.282,107.677
57,57,Even Flow,Savage Sons,Cue The Commotion,35,27,,162857,2024-04-07,0.572,0.738,-8.662,0.0357,0.00651,0,0.307,0.358,104.995
58,58,Cherry Pie,Warrant,Cherry Pie,52,62,album rock,201026,1990-10-14,0.472,0.946,-4.591,0.145,0.0372,0,0.352,0.486,177.489
59,59,(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,59,75,album rock,308120,1976,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466
60,60,Island In The Sun,Jet Fuel & Ginger Ales,Turbulence,46,49,,131065,2024-02-17,0.605,0.601,-9.879,0.0315,0.000566,3.9e-06,0.123,0.546,115.073
61,61,The Boys Are Back In Town,Thin Lizzy,Jailbreak (Deluxe Edition),58,74,album rock,266720,1976,0.445,0.706,-9.803,0.0461,0.234,0.000252,0.205,0.768,80.823
62,62,Free Bird,Lynyrd Skynyrd,Rock Clásico y Viejito,69,29,album rock,549640,2023-08-18,0.192,0.836,-7.429,0.0556,0.00687,0.00391,0.0669,0.392,150.809
63,63,Go Your Own Way,Gutter Grinders,Laneside Jams,47,48,,133870,2023-08-14,0.667,0.718,-8.962,0.0326,0.0461,0,0.133,0.68,133.984
64,64,Renegade,Styx,Pieces Of Eight,58,67,album rock,257226,1978-01-01,0.492,0.552,-12.32,0.0341,0.0151,3.74e-05,0.0723,0.656,105.623
65,65,Burnin' for You,Blue Öyster Cult,Fire of Unknown Origin,59,67,album rock,271000,1981-10-23,0.532,0.728,-9.079,0.0352,0.106,0.0108,0.0849,0.69,134.303
66,66,Eternal Cycle,Grandmaster,Grandmaster,24,38,,185437,2024-05-03,0.597,0.773,-7.138,0.153,0.0367,0.0161,0.0942,0.796,91.927
67,67,Tom Sawyer,Rush,Moving Pictures (40th Anniversary Super Deluxe),62,30,album rock,278426,2022-04-15,0.526,0.881,-7.447,0.0393,0.0028,0.00577,0.057,0.655,87.392
68,68,Sabotage - Remastered 2009,Beastie Boys,Ill Communication (Deluxe Edition/Remastered),66,49,alternative rock,178293,1994-05-23,0.32,0.943,-5.789,0.126,0.00489,0.192,0.0984,0.49,166.521
69,69,You And Me,Gutter Grinders,Back to the Lanes,47,50,,149117,2024-02-17,0.548,0.362,-8.929,0.0278,0.0662,0,0.0957,0.313,136.003
70,70,The Stroke,Billy Squier,Best Of Classic Rock,54,24,album rock,217240,2014-06-12,0.672,0.55,-7.099,0.0632,0.596,0,0.453,0.785,91.41
71,71,Psycho Killer - 2005 Remaster,Talking Heads,Fiesta de Halloween,65,20,alternative rock,261413,2023-10-24,0.721,0.521,-8.123,0.0613,0.0708,0.00545,0.127,0.942,123.118
72,72,Everybody Talks,Eastern Thrills,Diner Sessions,40,41,,141677,2024-04-19,0.611,0.602,-8.802,0.0379,0.00947,0,0.341,0.911,77.505
73,73,Burning Down the House,Talking Heads,Burning Down the House / I Get Wild / Wild Gravity,65,65,alternative rock,241920,1983-06-01,0.779,0.87,-13.141,0.0574,0.00644,0.0107,0.0399,0.555,102.689
74,74,This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,Jaren 80 Nr 1 Hits,65,14,alternative rock,296146,2021-08-27,0.941,0.641,-10.15,0.0333,0.331,0.175,0.028,0.966,114.44
75,75,Fly Away,The Grunge Growlers,Flannels & Flow,43,46,,144750,2023-06-29,0.616,0.86,-5.916,0.0704,0.0158,2.05e-06,0.346,0.747,159.931
76,76,Take Me to the River,Talking Heads,Alternative 80's,65,36,alternative rock,302520,2018-08-07,0.66,0.485,-8.101,0.0258,0.242,0.0102,0.0585,0.829,99.828
77,77,We Didn't Start the Fire,Billy Joel,The Essential Billy Joel,75,55,album rock,288400,2001-10-02,0.711,0.967,-5.204,0.0474,0.0849,0,0.245,0.892,145.02
78,78,Forever Sleep,Moon Fever,Forever Sleep,27,44,,230246,2024-03-15,0.5,0.945,-3.171,0.0411,2.11e-05,0,0.386,0.17,123.991
79,79,Fight For Your Right,Beastie Boys,Licensed To Ill,66,70,alternative rock,208653,1986-11-15,0.503,0.858,-6.296,0.0657,0.00757,0.00234,0.0803,0.419,133.615
80,80,No Sleep Till Brooklyn,Beastie Boys,Licensed To Ill,66,71,alternative rock,246933,1986-11-15,0.712,0.691,-8.157,0.128,0.122,0,0.0538,0.742,97.022
81,81,Don't Stop Believin',Savage Sons,Blackout Ballads,35,46,,198047,2023-03-06,0.655,0.588,-7.608,0.03,0.297,1.69e-06,0.227,0.52,118.02
82,82,Black Betty,Ram Jam,The Very Best Of Ram Jam,54,65,southern rock,237893,1990-02-27,0.465,0.865,-9.573,0.098,0.018,0.00135,0.0769,0.677,117.528
83,83,Shoot to Thrill,AC/DC,Iron Man 2,79,55,australian rock,317800,2010-04-29,0.453,0.897,-5.376,0.0705,0.000358,0.0956,0.365,0.492,141.167
84,84,Semi-Charmed Life,Jet Fuel & Ginger Ales,Turbulence,46,47,,140294,2024-02-17,0.769,0.655,-8.359,0.0261,0.0384,0,0.135,0.688,102.038
85,85,The Joker,Steve Miller Band,The Joker,64,75,album rock,264503,1973-01-01,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293
86,86,Going Up The Country,Canned Heat,The Best Of Canned Heat,53,61,blues,171373,1987-01-01,0.653,0.239,-18.54,0.0453,0.806,0.0146,0.132,0.765,80.392
87,87,Hold The Line,Eastern Thrills,Hold The Line,40,44,,152500,2022-11-18,0.686,0.834,-6.937,0.0321,0.278,8.11e-06,0.0755,0.73,144.08
88,88,Born To Be Wild - Single Version,Steppenwolf,Car Music,58,0,acid rock,216693,2022-06-29,0.468,0.81,-8.33,0.0724,0.00169,0.0314,0.567,0.464,145.589
89,89,Baba O'Riley,The Who,Who's Next (Deluxe Edition),64,75,album rock,300400,1971-08-14,0.489,0.724,-8.367,0.0352,0.313,0.185,0.287,0.15,117.292
90,90,Just Pretend,Swerve,Just Pretend,19,39,,213613,2024-04-23,0.275,0.85,-3.673,0.0554,4.04e-05,0.00977,0.149,0.362,159.603
91,91,"Girls, Girls, Girls",Mötley Crüe,The Dirt Soundtrack,68,31,album rock,270413,2019-03-22,0.597,0.901,-6.451,0.0603,0.028,7.4e-05,0.393,0.562,140.114
92,92,Who Are You,The Who,Discover More Classic Rock,64,22,album rock,381626,2020-08-10,0.65,0.646,-11.409,0.0501,0.259,0.00419,0.0655,0.492,156.371
93,93,Sweet Home Alabama,Eastern Thrills,Sweet Home Alabama,40,45,,170204,2022-11-18,0.619,0.791,-6.11,0.0278,0.0727,2.18e-05,0.116,0.561,98.037
94,94,Sympathy For The Devil,The Rolling Stones,The Rolling Stones Singles Collection: The London Years,76,63,album rock,376800,1989-08-15,0.727,0.681,-10.943,0.221,0.61,0,0.0559,0.578,115.938
95,95,Run Through The Jungle,Creedence Clearwater Revival,Cosmo's Factory (Expanded Edition),78,61,album rock,184746,1970-07-25,0.641,0.612,-8.307,0.0361,0.0474,0.0588,0.102,0.854,136.413
96,96,Hurts To Be Human,Lines of Loyalty,Hurts To Be Human,25,43,,225000,2023-10-01,0.407,0.957,-4.826,0.211,0.000754,0.00468,0.645,0.281,84.819
97,97,Blitzkrieg Bop,Ramones,Hey Ho Let's Go,63,54,alternative rock,133440,2017-04-14,0.547,0.733,-6.558,0.0433,0.0103,0.131,0.117,0.962,176.198
98,98,Should I Stay or Should I Go - Remastered,The Clash,Stranger Things (Soundtrack from the Netflix Original Series),67,53,alternative rock,186093,2017-10-27,0.74,0.848,-6.437,0.144,0.0781,0,0.375,0.802,113.381
99,99,Bitter Sweet Symphony,Gutter Grinders,Back to the Lanes,47,50,,143971,2024-02-17,0.514,0.47,-10.325,0.0261,0.0141,0.00101,0.283,0.275,90.014
0,0,Paranoid,Black Sabbath,Paranoid (Deluxe Edition),70,0,album rock,167720,1970-09-18,0.423,0.685,-9.651,0.078,6.28e-05,0.00642,0.133,0.328,162.78
1,1,Ace Of Spades,Motörhead,Ace Of Spades (Reissue - Expanded Bonus Track Edition),61,0,alternative metal,166706,1980-11-08,0.324,0.991,-4.465,0.197,0.00247,0.00895,0.104,0.195,140.245
2,2,Fear of the Dark - 2015 Remaster,Iron Maiden,Fear of the Dark (2015 Remaster),69,70,alternative metal,438120,1992,0.308,0.866,-5.671,0.059,0.000739,0.00141,0.232,0.227,109.825
3,3,Crazy Train,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),68,0,album rock,296200,1980-09-20,0.453,0.905,-4.001,0.115,0.36,0.000569,0.26,0.474,137.571
4,4,The Number Of The Beast - 1998 Remastered Version,Iron Maiden,The Number Of The Beast (1998 Remastered Edition),69,0,alternative metal,291373,1982,0.42,0.93,-5.583,0.0638,0.0189,0.00675,0.264,0.344,99.641
5,5,Raining Blood,Slayer,Reign In Blood (Expanded),63,68,alternative metal,255186,1986-01-01,0.227,0.995,-4.361,0.173,0.000405,0.393,0.127,0.0363,87.499
6,6,Hallowed Be Thy Name - 1998 Remastered Version,Iron Maiden,The Number Of The Beast (1998 Remastered Edition),69,0,alternative metal,432800,1982,0.304,0.909,-5.162,0.0362,0.00185,0.122,0.362,0.348,103.99
7,7,Iron Man,Black Sabbath,Paranoid (Deluxe Edition),70,0,album rock,354213,1970-09-18,0.334,0.829,-9.17,0.0995,0.00327,0.00393,0.095,0.502,157.565
8,8,Master Of Puppets,Metallica,Master Of Puppets,78,0,hard rock,516293,1986-03-03,0.538,0.872,-7.658,0.0361,0.000608,0.573,0.0946,0.593,105.102
9,9,The Rumbling (Attack on Titan),Ryuven,The Rumbling (Attack on Titan),31,46,,94655,2022-03-09,0.5,0.832,-4.229,0.0513,0.0191,0.000216,0.0829,0.593,145.091
10,10,Heaven And Hell,Black Sabbath,Heaven & Hell (Deluxe Edition),70,0,album rock,417840,1980-04-25,0.333,0.445,-16.343,0.0283,0.00858,0.0451,0.167,0.35,89.371
11,11,Painkiller,Judas Priest,Painkiller,64,67,album rock,365826,1990-09-26,0.435,0.987,-4.667,0.16,0.000195,0.0879,0.268,0.1,103.162
12,12,One,Metallica,...And Justice For All,78,0,hard rock,447440,1988-08-25,0.444,0.703,-9.443,0.0641,0.00112,0.0761,0.127,0.419,106.228
13,13,Highway Star - 1997 - Remaster,Deep Purple,Machine Head - 25th Anniversary Edition,62,0,album rock,368493,1972-03-25,0.298,0.885,-7.679,0.0551,0.0323,0.00711,0.288,0.57,173.304
14,14,Black Sabbath,Black Sabbath,Black Sabbath (Deluxe Edition),70,0,album rock,377160,1970-02-13,0.311,0.437,-13.77,0.0408,0.196,0.339,0.241,0.0886,132.389
15,15,Holy Wars...The Punishment Due,Megadeth,Rust In Peace,67,54,alternative metal,396133,1990-01-01,0.339,0.887,-12.179,0.0699,0.00291,0.316,0.296,0.317,125.086
16,16,Victim Of Changes,Judas Priest,Sad Wings Of Destiny,64,0,album rock,473560,1976,0.284,0.329,-13.403,0.0323,0.0191,0.35,0.103,0.213,74.563
17,17,Electric Eye,Judas Priest,Screaming For Vengeance,64,47,album rock,218866,1982,0.431,0.947,-6.011,0.0752,0.000779,0.000253,0.356,0.365,96.539
18,18,Welcome To The Jungle,Guns N' Roses,Appetite For Destruction (Explicit Version),76,0,glam metal,273600,1987-07-21,0.443,0.955,-8.066,0.0741,0.0222,0.361,0.297,0.333,123.423
19,19,Creeping Death,Metallica,Ride The Lightning,78,0,hard rock,395133,1984-07-27,0.375,0.951,-9.113,0.113,0.000754,0.259,0.103,0.198,100.631
20,20,Fade To Black,Metallica,Ride The Lightning,78,0,hard rock,417400,1984-07-27,0.258,0.907,-7.287,0.112,0.0183,0.201,0.11,0.317,113.679
21,21,The Trooper - 1998 Remastered Version,Iron Maiden,Piece Of Mind (1998 Remastered Edition),69,0,alternative metal,250973,1983-05-16,0.286,0.856,-6.777,0.0585,0.0238,0.0542,0.487,0.696,162.12
22,22,Balls to the Wall,Accept,Balls To The Wall,54,59,german heavy metal,342600,1983,0.544,0.739,-7.383,0.0517,0.00392,0.000143,0.168,0.328,118.287
23,23,Smoke On the Water - 1997 Remix,Deep Purple,Machine Head - 25th Anniversary Edition,62,0,album rock,378106,1972-03-25,0.564,0.805,-5.977,0.0426,0.0598,0.25,0.0631,0.837,114.249
24,24,Peace Sells - 2004 Remaster,Megadeth,Peace Sells...But Who's Buying? (Expanded Edition - Remastered),67,59,alternative metal,242533,1986,0.303,0.922,-4.376,0.138,0.000676,0.26,0.561,0.695,138.393
25,25,Run to the Hills - 1998 Remastered Version,Iron Maiden,The Number Of The Beast (1998 Remastered Edition),69,0,alternative metal,233960,1982,0.221,0.956,-4.641,0.0876,0.0103,0.000523,0.195,0.432,173.254
26,26,You've Got Another Thing Coming,Judas Priest,Screaming For Vengeance,64,48,album rock,310066,1982,0.511,0.82,-6.962,0.049,0.00467,6.07e-06,0.104,0.543,138.2
27,27,Holy Diver,Dio,Holy Diver (Deluxe Edition),57,38,album rock,350013,1983,0.469,0.823,-9.913,0.0679,0.0544,0.067,0.0496,0.155,91.949
28,28,For Whom The Bell Tolls,Metallica,Ride The Lightning,78,0,hard rock,309933,1984-07-27,0.519,0.861,-6.67,0.0758,0.0173,0.00312,0.06,0.213,117.846
29,29,Trapped Under Ice,Metallica,Ride The Lightning,78,0,hard rock,244160,1984-07-27,0.254,0.985,-6.778,0.188,5.26e-05,0.363,0.0558,0.0397,162.947
30,30,Rust In Peace...Polaris,Megadeth,Rust In Peace,67,49,alternative metal,336760,1990-01-01,0.254,0.811,-13.416,0.0542,0.000563,0.221,0.11,0.424,168.4
31,31,Hole In The Sky,Black Sabbath,Sabotage (2009 Remaster),70,0,album rock,240320,1975-07-28,0.405,0.796,-8.495,0.076,0.00512,7.69e-05,0.937,0.405,117.187
32,32,Desert Plains,Judas Priest,Point Of Entry,64,46,album rock,274866,1981,0.538,0.923,-5.154,0.0447,0.00046,0.00863,0.564,0.445,124.449
33,33,Battle Hymn,Manowar,Battle Hymns,52,50,comic metal,416693,1982-06-07,0.315,0.822,-10.437,0.103,0.047,0.0077,0.274,0.164,150.499
34,34,Heading Out to the Highway,Judas Priest,Point Of Entry,64,51,album rock,225533,1981,0.444,0.922,-4.519,0.0529,0.00635,0,0.305,0.301,140.206
36,36,Powertrip,Monster Magnet,Monster Magnet's Greatest Hits (International Version),42,0,southern metal,212000,2003-01-01,0.525,0.833,-5.844,0.0372,5.83e-05,0.623,0.107,0.621,140.732
37,37,Astronomy,Blue Öyster Cult,The Essential Blue Öyster Cult,59,0,album rock,388733,1972,0.318,0.527,-8.388,0.0275,0.307,0.00193,0.169,0.236,87.186
38,38,Bomber,Motörhead,Bomber,61,0,alternative metal,229640,1979-10-27,0.355,0.998,-6.046,0.141,5.6e-05,0.0163,0.347,0.0393,105.692
39,39,Cold Blood,Dead Soul Revival,Cold Blood,16,33,,201333,2023-09-12,0.482,0.926,-4.107,0.0715,0.000276,8.78e-06,0.101,0.373,100.019
40,40,Stargazer,Rainbow,Rising,56,55,album rock,506160,1976-01-01,0.166,0.948,-8.503,0.0631,0.00374,0.0131,0.769,0.476,177.495
41,41,Beyond the Realms of Death,Judas Priest,Stained Class,64,51,album rock,409800,1978-10-27,0.287,0.716,-5.653,0.0311,0.0381,3.24e-05,0.164,0.544,172.123
42,42,Seek & Destroy - Remastered,Metallica,Kill 'Em All (Remastered),78,68,hard rock,414720,1983-07-24,0.445,0.964,-5.493,0.282,0.037,0.0132,0.0773,0.448,140.817
43,43,Cemetery Gates,Pantera,Cowboys from Hell,66,68,alternative metal,422933,1990-07-20,0.274,0.726,-11.541,0.0449,0.000212,0.0113,0.0993,0.426,146.449
44,44,Pull the Plug,Death,Leprosy (Deluxe Reissue),53,53,death metal,266773,2014-04-29,0.226,0.978,-5.729,0.209,3.6e-06,0.533,0.0436,0.242,102.374
45,45,Seasons In The Abyss,Slayer,Seasons In The Abyss,63,57,alternative metal,397826,1990-01-01,0.263,0.97,-4.182,0.163,0.00338,0.000795,0.0922,0.17,151.729
46,46,Breaking the Law,Judas Priest,British Steel,64,71,album rock,153840,1980,0.362,0.961,-5.664,0.0857,0.024,9.35e-06,0.159,0.491,164.019
