,Unnamed: 0,track,artist,album,artist pop,track pop,track genre,duration,release date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
63,63,Have You Ever Seen The Rain,Creedence Clearwater Revival,Chronicle: 20 Greatest Hits,78,61,album rock,160000,1976-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
64,64,(I've Had) The Time of My Life,Bill Medley,Dirty Dancing,54,0,soft rock,289680,1987-07-10,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
65,65,Graceland,Paul Simon,Graceland (25th Anniversary Deluxe Edition),64,61,classic rock,291200,1986-08-12,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
66,66,Never Marry A Railroad Man,Shocking Blue,The Very Best Of Shocking Blue (Part One - The A Sides),48,40,nederpop,184240,2011-02-02,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
67,67,Hit the Road Jack,Ray Charles,Georgia On My Mind,65,56,classic soul,118266,2012-02-23,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
68,68,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,76,9,glam metal,354520,1987-07-21,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
69,69,Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,76,16,glam metal,272026,1987-07-21,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
70,70,Paradise City,Guns N' Roses,Appetite For Destruction,76,7,glam metal,405640,1987-07-21,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
71,71,November Rain,Guns N' Roses,Use Your Illusion I,76,0,glam metal,537506,1991-09-17,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
72,72,You Could Be Mine,Guns N' Roses,Use Your Illusion II,76,0,glam metal,343640,1991-09-18,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
73,73,Smells Like Teen Spirit,Nirvana,Nevermind (Deluxe Edition),78,2,grunge,301920,1991-09-26,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
74,74,Come As You Are,Nirvana,Nevermind (Deluxe Edition),78,0,grunge,218920,1991-09-26,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
75,75,Lithium,Nirvana,Nevermind (Deluxe Edition),78,0,grunge,257053,1991-09-26,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
76,76,The Man Who Sold The World,Nirvana,MTV Unplugged In New York,78,10,grunge,260946,1994-11-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
77,77,Wake Me Up Before You Go-Go,Wham!,Make It Big,64,81,new romantic,231333,1984-10-23,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
78,78,Paint It Black,The Rolling Stones,Singles 1965-1967,76,0,album rock,224133,2004-07-12,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
79,79,Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys (40th Anniversary Edition),78,6,album rock,140773,1969-11-02,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
80,80,"Monday, Monday - Single Version",The Mamas & The Papas,If You Can Believe Your Eyes And Ears,65,40,classic rock,205266,1966-03,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
81,81,Careless Whisper,George Michael,Ladies And Gentlemen... The Best Of George Michael,70,82,new wave pop,300106,1998-11-09,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
82,82,"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,Footloose (15th Anniversary Collectors' Edition),63,71,album rock,226826,1984,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
83,83,Dream Lover,Bobby Darin,The Ultimate Bobby Darin,57,58,adult standards,150706,2004-11-23,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
84,84,Grease - From “Grease” Original Motion Picture Soundtrack,Frankie Valli,Grease (Deluxe Edition),60,0,adult standards,204346,2003-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
85,85,Greased Lightnin' - From “Grease” Soundtrack,John Travolta,Grease (Deluxe Edition),61,0,hollywood,193066,2003-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
86,86,Summer Nights - From “Grease” Soundtrack,John Travolta,Grease (Deluxe Edition),61,0,hollywood,214920,2003-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
87,87,Look At Me I'm Sandra Dee - From “Grease” Soundtrack,Stockard Channing,Grease (Deluxe Edition),38,0,,99720,2003-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
88,88,We Go Together - From “Grease” Soundtrack,John Travolta,Grease (Deluxe Edition),61,0,hollywood,179613,2003-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
89,89,"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",John Travolta,Grease (Deluxe Edition),61,0,hollywood,168466,2003-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
90,90,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Tales From The Brothers Gibb,74,0,disco,281666,1990-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
91,91,Don't Go Breaking My Heart,Elton John,Rock Of The Westies (Remastered),79,0,glam rock,275440,1975-10-24,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
92,92,Can't Help Falling in Love,Elvis Presley,Blue Hawaii,74,80,rock-and-roll,182360,1961-10-20,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
93,93,Isn't She Lovely,Stevie Wonder,Songs In The Key Of Life (Reissue),72,0,motown,394266,1976-09-28,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
94,94,Master Blaster (Jammin'),Stevie Wonder,Hotter Than July (Digipak),72,0,motown,307933,1980-09-29,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
95,95,Superstition - Single Version,Stevie Wonder,Number Ones,72,0,motown,244826,2007-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
96,96,You Showed Me,The Turtles,The Turtles Present The Battle of the Bands,57,46,bubblegum pop,196200,1968,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
97,97,Three Little Birds,Bob Marley & The Wailers,Exodus,79,46,reggae,180266,1977-06-03,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
98,98,Could You Be Loved,Bob Marley & The Wailers,Uprising,79,0,reggae,237000,1980,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
99,99,Jamming,Bob Marley & The Wailers,Exodus (Deluxe Edition),79,0,reggae,211000,1977-01-01,0.934,0.467,-10.99,0.307,0.102,3.98e-05,0.109,0.73,123.583
